project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of Actual conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts
TornadoVM,ba8c3eedfd92fd89d660a1ccb3b55b33819f0b80,OpenCL,0,0,0,true,false,false,true,true,true
TornadoVM,cfb1bc90e88c5748d61d6d2ce7846d002b4341c8,TornadoSketcher,0,0,0,true,true,true,true,true,true
TornadoVM,ef1757e35bfe41a048c56e89c5e8a0f66fe0764a,TornadoSketcher,0,0,0,true,true,true,true,true,true
TornadoVM,ef1757e35bfe41a048c56e89c5e8a0f66fe0764a,TornadoSketcher,0,0,0,true,true,true,true,true,true
