[project, merge commit, file, approach, timeStamp]
jackson-databind,004522c8fd9180dd84414f894ef61e2367442988,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/004522c8fd9180dd84414f894ef61e2367442988/com/fasterxml/jackson/databind/ext/DOMDeserializer,InsertionLevelInitializationBlockHandler,0,866 ms
jackson-databind,004522c8fd9180dd84414f894ef61e2367442988,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/004522c8fd9180dd84414f894ef61e2367442988/com/fasterxml/jackson/databind/ext/DOMDeserializer,SimpleInitializationBlockHandler,0,957 ms
jackson-databind,c818d4d09b05b9ae02238747ab629d2b77fcf631,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/c818d4d09b05b9ae02238747ab629d2b77fcf631/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,InsertionLevelInitializationBlockHandler,1,934 ms
jackson-databind,c818d4d09b05b9ae02238747ab629d2b77fcf631,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/c818d4d09b05b9ae02238747ab629d2b77fcf631/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,SimpleInitializationBlockHandler,1,775 ms
jackson-databind,03f30bf11c9315c3acd4ec8db97a2f22dbbc2f94,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/03f30bf11c9315c3acd4ec8db97a2f22dbbc2f94/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,InsertionLevelInitializationBlockHandler,1,923 ms
jackson-databind,03f30bf11c9315c3acd4ec8db97a2f22dbbc2f94,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/03f30bf11c9315c3acd4ec8db97a2f22dbbc2f94/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,SimpleInitializationBlockHandler,1,736 ms
jackson-databind,c6dab9b7e94fbc8e4dca2006b14b652368ba8912,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/c6dab9b7e94fbc8e4dca2006b14b652368ba8912/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,InsertionLevelInitializationBlockHandler,0,924 ms
jackson-databind,c6dab9b7e94fbc8e4dca2006b14b652368ba8912,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/c6dab9b7e94fbc8e4dca2006b14b652368ba8912/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,SimpleInitializationBlockHandler,0,909 ms
jackson-databind,6a0cdc5aba19484e9b096499a0a42ca769a49e2f,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/6a0cdc5aba19484e9b096499a0a42ca769a49e2f/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,InsertionLevelInitializationBlockHandler,0,902 ms
jackson-databind,6a0cdc5aba19484e9b096499a0a42ca769a49e2f,C:/UFPE/miningframework/SOOTAnalysisOutput/jackson-databind/6a0cdc5aba19484e9b096499a0a42ca769a49e2f/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator,SimpleInitializationBlockHandler,0,879 ms
