[project, merge commit, file, approach, timeStamp]
cgeo,4b77a9beaa83c6a5e313c51d6eba97bd19f3fe93,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/4b77a9beaa83c6a5e313c51d6eba97bd19f3fe93/cgeo/geocaching/enumerations/CacheSize,InsertionLevelInitializationBlockHandler,2,825 ms
cgeo,4b77a9beaa83c6a5e313c51d6eba97bd19f3fe93,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/4b77a9beaa83c6a5e313c51d6eba97bd19f3fe93/cgeo/geocaching/enumerations/CacheSize,SimpleInitializationBlockHandler,2,756 ms
cgeo,f8e864188155af17fc8e28e745b67f0b46d6e24e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/f8e864188155af17fc8e28e745b67f0b46d6e24e/cgeo/geocaching/maps/mapsforge/v6/RenderThemeHelper,InsertionLevelInitializationBlockHandler,3,632 ms
cgeo,f8e864188155af17fc8e28e745b67f0b46d6e24e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/f8e864188155af17fc8e28e745b67f0b46d6e24e/cgeo/geocaching/maps/mapsforge/v6/RenderThemeHelper,SimpleInitializationBlockHandler,3,377 ms
cgeo,7fdea417f1813375b09234114ce540f2b24e0701,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7fdea417f1813375b09234114ce540f2b24e0701/cgeo/geocaching/enumerations/LogType,InsertionLevelInitializationBlockHandler,1,532 ms
cgeo,7fdea417f1813375b09234114ce540f2b24e0701,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7fdea417f1813375b09234114ce540f2b24e0701/cgeo/geocaching/enumerations/LogType,SimpleInitializationBlockHandler,1,490 ms
cgeo,b41ca6e3195dcf60a842632b37b90059b7cd9960,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/b41ca6e3195dcf60a842632b37b90059b7cd9960/cgeo/geocaching/connector/gc/GCLogin,InsertionLevelInitializationBlockHandler,3,218 ms
cgeo,b41ca6e3195dcf60a842632b37b90059b7cd9960,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/b41ca6e3195dcf60a842632b37b90059b7cd9960/cgeo/geocaching/connector/gc/GCLogin,SimpleInitializationBlockHandler,3,076 ms
cgeo,ace377c95a24105528aac637243106be38e7ab97,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/ace377c95a24105528aac637243106be38e7ab97/cgeo/geocaching/connector/gc/GCLogin,InsertionLevelInitializationBlockHandler,3,180 ms
cgeo,ace377c95a24105528aac637243106be38e7ab97,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/ace377c95a24105528aac637243106be38e7ab97/cgeo/geocaching/connector/gc/GCLogin,SimpleInitializationBlockHandler,3,077 ms
cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,InsertionLevelInitializationBlockHandler,1,509 ms
cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,SimpleInitializationBlockHandler,1,458 ms
cgeo,10c0038a17f5342c9fda74bc04cc0d0389a4af42,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/10c0038a17f5342c9fda74bc04cc0d0389a4af42/cgeo/geocaching/connector/gc/GCLogin,InsertionLevelInitializationBlockHandler,1,600 ms
cgeo,10c0038a17f5342c9fda74bc04cc0d0389a4af42,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/10c0038a17f5342c9fda74bc04cc0d0389a4af42/cgeo/geocaching/connector/gc/GCLogin,SimpleInitializationBlockHandler,1,621 ms
cgeo,5fcce648e200669f1ae0875c7aea9dc3a4a37574,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5fcce648e200669f1ae0875c7aea9dc3a4a37574/cgeo/geocaching/CgeoApplication,InsertionLevelInitializationBlockHandler,2,532 ms
cgeo,5fcce648e200669f1ae0875c7aea9dc3a4a37574,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5fcce648e200669f1ae0875c7aea9dc3a4a37574/cgeo/geocaching/CgeoApplication,SimpleInitializationBlockHandler,2,445 ms
