project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts
cgeo,e116e23c2d3a04544f56bdde57212015e554b131,Calculator,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,RxUtilsTest,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,CacheType,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,a3cd74d282d76416e35a9886b770954b9042f194,FieldnoteExport,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,cgBase,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,cgBase,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,a03b45c81af0e3a66eb861f92f243f340823aecd,cgBase,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,b16f78c829e5aaf36979ca83e3451fcec1b171ee,cgBase,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,0769780cf33c3268a5ee8f65b98155fd58589a46,cgBase,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,d29ce0d047542329b4396b02cf42567c235e5cb0,cgBase,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,d4b14b8ec0013d0c35f361d1851e28a87456dab3,cgBase,0,0,0,0,0,0,true,true,true,true,true,true
cgeo,d86925ca0efc051259a35f917753080868614f0f,cgBase,2,2,0,0,0,0,true,false,false,true,false,false
cgeo,cab454571a8cb532daae3b211d089faf1ea590d8,cgBase,1,1,0,0,0,0,true,false,false,true,false,false
cgeo,b489b69ce090b64e6fd7059ee1e0d1fbb592ab69,cgBase,2,2,0,0,0,0,true,false,false,true,false,false
cgeo,5a4d6426e867ac596ded6673627c869fff5fce7d,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,83ba46de1e195e8c93452b237df4855cfa76ae69,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,f626fe08ed6ecf6a33327ebada2a362bbceedd57,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,bb3ed391288dd80295c32da2baf1df89f562ed2d,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,bfa29b4962bee99f7b16b6900e424915fa2201e2,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,13206cb835eb22aa49b198b892dcd7cf71f4ac82,cgBase,2,2,0,0,0,0,true,false,false,true,false,false
cgeo,37cf35f7937bf2cbee9cd2b8f4e5012c77e7ac50,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,efaa7b3e51744a56686381114956f48f6eb7714a,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,152ef2098c15027dd0eccb9faebead74560b7e4d,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,b1643a5d032645187afef42520ad43b64decaffa,cgBase,1,1,0,0,0,0,true,false,false,true,false,false
cgeo,c38724da4d3b9ea03a522e503d7988b0a7ce63e4,cgBase,5,5,0,0,0,0,true,false,false,true,false,false
cgeo,1055014f23f929e656d04ae53656a1a0acf3c124,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,5ed91aa1ec8e2a4f1adbde4a9ce05b6573cbbd03,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,5b2c4bebe4eb4ebf485c3465f51adc14aff19165,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,931ab08f805703f2a7610843fbdbe0f54113e919,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,c166372fa282e7f9f1f5c53b0fe33d3d3dd61148,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,7423a7161e4b96d34e2824908f4aff4a8f42ded8,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,1df6046cf12ab2966c8f8530a041e6e105b58ea3,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,e463efd6582c62cfaf078d5bb8bb673dd843d499,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,be50caca713f79eb8ef98612f09064a14d29d181,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,1ccf264b6d224560c9cb5fe9416ebdb43ec27a34,cgBase,1,1,0,0,0,0,true,false,false,true,false,false
cgeo,d01ff869025c5d83f438f04fca6bbf19bbfc5ce5,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,7aed42d7b34d32e01e08799caf1ce0f4485fdf77,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,eca1e9ec31ca0165e4b0bb7ca4c2b989efe16fee,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,d7ced68e84bac425cedd7a750e97c2e1908cc54d,cgBase,1,1,0,0,0,0,true,false,false,true,false,false
cgeo,22940d838d710537e8e5c83b1d22015747fbc4e4,cgBase,7,7,0,0,0,0,true,false,false,true,false,false
cgeo,b5be8bc2a5c7c7776cf8d3aaa8f5816eaf8c4ec8,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,1e1f710ed3a6f7a47b6d3aedcb8a6602b07eba4b,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,6dd358bd3d9d526b44fd2d9552ded0a3d4bc510c,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,6785d44e652ef8038207645dc69afe713b3d57c0,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,e8de09bbe0455e054bfad306316de392b8b57629,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,d600abe2bf63c2453e410b055d4ad7c6e073a574,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,11fdd6a6fa0fb2d9662636cb8ec198cb49c91572,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,f5811825c4c9ceb1ed9d213a39b1cacb956e24de,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,877fb48415b44bf84542303d8c1cd2dd96bb02a5,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,c6517f17006066361acfc6fb2b9473bf8a5de798,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,8a1e0638b1c86687bd53507721b452b5c2d91480,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,d05bd275bdb7b63bdc17a2bc6bdc6843d82260b4,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,c153cf1a0c86480568f0aea016fa0428689a1dc2,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,6118f6489847f98d2c257671c352082974134b14,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,015adc60a210d11b4f291912f85a4ce7f62fbaff,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
cgeo,c0d0aadb058ef60bc6754687945e6d6c7b2e833b,cgBase,0,0,0,0,0,0,true,false,false,true,true,true
