project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
dataverse,191869e7f679ce6a26dd7c361f330ef551fd9668,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,1be8bbdedbb64fc08683c2039f43ed378a720e70,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,2556cb9cbe029b18684ea015452cd491d9f4faa6,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,398e988fa0343b9dcea369a38b2bdcbc400e6cef,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,93c7347833751b977494307a89c9105305de4549,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,6c45675c1d02961084a064a9cb83d8eeb33b5e86,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,77eea5628c9ae5d332a2b94b3f39fb0f11b464d0,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,ff2f137d6f6da08026241fcbd21e5923d08ada1b,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,7f990dc776e0b6723eeb5afbf10359129c19a560,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,79e367586f988c659907806ddf9ef8ad22b3d916,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,3558a0bb33a5fa5d4c819515f579ff7f2b0d8b9e,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,97644428369109cb9693b8b04327d516c7668779,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,0a1f84ac755f9e53bb6af904b347e669902a8216,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,ff8eec0f1d4ec44f8ef83d66562f6105ce532656,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,4441795e461b67a433fb205b1a17f143ad8866e3,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,c1fa462f5f43a6a668a4e7f62ee3a70fd05fb342,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,ba0183d1eda2260f9eccbda886f60c9b800c90ee,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,e1347e7e650eaf1fe9136fcf858403c21146c47e,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,6bd92d618b486f8032dd45e6a7df38fe052929f0,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,8dd6421f47d0040cd72d394b0e6dc2f3399793cf,FileUtil,1,1,1,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,c250250a5ea2b85ba6c1eda49c171568b633987b,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,810486b59bd29e802b335e428a84789756ac3977,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,6f1f543063f916ffa3eeda2354286a99499cc0a6,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
dataverse,232fb9947c1cb2080583ce8f98d040110f7077e4,FileUtil,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
