[#, project, merge commit, file, approach, timeStamp]
1;reactor-core;c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,733
2;reactor-core;c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,725
3;reactor-core;c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,701
4;reactor-core;c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,688
5;reactor-core;c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/c6e95f8cdc7c74e1f63b310c5afd72241de1dc9f/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,716
1;reactor-core;cd47b623a7591a3cebd0ec6d423917552f6425b2;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/cd47b623a7591a3cebd0ec6d423917552f6425b2/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,849
2;reactor-core;cd47b623a7591a3cebd0ec6d423917552f6425b2;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/cd47b623a7591a3cebd0ec6d423917552f6425b2/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,746
3;reactor-core;cd47b623a7591a3cebd0ec6d423917552f6425b2;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/cd47b623a7591a3cebd0ec6d423917552f6425b2/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,709
4;reactor-core;cd47b623a7591a3cebd0ec6d423917552f6425b2;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/cd47b623a7591a3cebd0ec6d423917552f6425b2/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,719
5;reactor-core;cd47b623a7591a3cebd0ec6d423917552f6425b2;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/cd47b623a7591a3cebd0ec6d423917552f6425b2/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,713
1;reactor-core;628258f644bdddd095e72d1fc81c5d6ac0e3fa12;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/628258f644bdddd095e72d1fc81c5d6ac0e3fa12/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,723
2;reactor-core;628258f644bdddd095e72d1fc81c5d6ac0e3fa12;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/628258f644bdddd095e72d1fc81c5d6ac0e3fa12/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,726
3;reactor-core;628258f644bdddd095e72d1fc81c5d6ac0e3fa12;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/628258f644bdddd095e72d1fc81c5d6ac0e3fa12/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,716
4;reactor-core;628258f644bdddd095e72d1fc81c5d6ac0e3fa12;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/628258f644bdddd095e72d1fc81c5d6ac0e3fa12/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,719
5;reactor-core;628258f644bdddd095e72d1fc81c5d6ac0e3fa12;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/628258f644bdddd095e72d1fc81c5d6ac0e3fa12/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,73
1;reactor-core;49271e2fca27f5daa68390066f28ccdb42c037c5;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/49271e2fca27f5daa68390066f28ccdb42c037c5/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,727
2;reactor-core;49271e2fca27f5daa68390066f28ccdb42c037c5;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/49271e2fca27f5daa68390066f28ccdb42c037c5/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,688
3;reactor-core;49271e2fca27f5daa68390066f28ccdb42c037c5;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/49271e2fca27f5daa68390066f28ccdb42c037c5/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,71
4;reactor-core;49271e2fca27f5daa68390066f28ccdb42c037c5;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/49271e2fca27f5daa68390066f28ccdb42c037c5/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,706
5;reactor-core;49271e2fca27f5daa68390066f28ccdb42c037c5;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/49271e2fca27f5daa68390066f28ccdb42c037c5/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,691
1;reactor-core;0d8e16e547ede731b3193cb768821e3556fe9a9b;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/0d8e16e547ede731b3193cb768821e3556fe9a9b/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,758
2;reactor-core;0d8e16e547ede731b3193cb768821e3556fe9a9b;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/0d8e16e547ede731b3193cb768821e3556fe9a9b/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,737
3;reactor-core;0d8e16e547ede731b3193cb768821e3556fe9a9b;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/0d8e16e547ede731b3193cb768821e3556fe9a9b/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,698
4;reactor-core;0d8e16e547ede731b3193cb768821e3556fe9a9b;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/0d8e16e547ede731b3193cb768821e3556fe9a9b/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,709
5;reactor-core;0d8e16e547ede731b3193cb768821e3556fe9a9b;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/0d8e16e547ede731b3193cb768821e3556fe9a9b/reactor/core/publisher/RingBuffer;SimpleInitializationBlockHandler;0,706
1;reactor-core;b577ee0802264002541ac4c9b53851aebfead505;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/b577ee0802264002541ac4c9b53851aebfead505/reactor/core/converter/DependencyUtils;SimpleInitializationBlockHandler;1,846
2;reactor-core;b577ee0802264002541ac4c9b53851aebfead505;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/b577ee0802264002541ac4c9b53851aebfead505/reactor/core/converter/DependencyUtils;SimpleInitializationBlockHandler;1,807
3;reactor-core;b577ee0802264002541ac4c9b53851aebfead505;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/b577ee0802264002541ac4c9b53851aebfead505/reactor/core/converter/DependencyUtils;SimpleInitializationBlockHandler;1,801
4;reactor-core;b577ee0802264002541ac4c9b53851aebfead505;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/b577ee0802264002541ac4c9b53851aebfead505/reactor/core/converter/DependencyUtils;SimpleInitializationBlockHandler;1,795
5;reactor-core;b577ee0802264002541ac4c9b53851aebfead505;C:/UFPE/miningframework/SOOTAnalysisOutput/reactor-core/b577ee0802264002541ac4c9b53851aebfead505/reactor/core/converter/DependencyUtils;SimpleInitializationBlockHandler;1,822
