project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
jdk,5393dc9a48064505f0b79b7059f87bec33c1c8fe,IRNode,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,19ce23c6459a452c8d3856b9ed96bfa54a8346ae,Utils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,9c19d89c9c564e436732c5f7851f4960fb5d783c,Parser,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,803cb8a76827a21fcf9e033b4ca6a777c509169b,InvalidGlobalFilterTest,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,1f5e21a16e1bb9a7291b38cedf4269717bbbe428,BigInteger,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,4862d0d542229c533a71f895495ab2eca7dddbf2,Logger,2,2,2,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,943b87ddde7f85f5f822662fe0a03538673eb2a8,ExtendedMapMode,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,999f05b13b44f9c828a2764ba9dfa7c4e20b28c5,SctpNet,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,999f05b13b44f9c828a2764ba9dfa7c4e20b28c5,Utils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,999f05b13b44f9c828a2764ba9dfa7c4e20b28c5,CallSiteTest,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,999f05b13b44f9c828a2764ba9dfa7c4e20b28c5,InetAddress,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
jdk,999f05b13b44f9c828a2764ba9dfa7c4e20b28c5,DatagramChannelImpl,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
