project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
fastjson,0b269eb6b2414520ee90109bba873560afe5281b,ParserConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,3b370ac07cef990eb0a10eeeb6388b2b91feada8,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,119625103c86bb99e78773f21ae08232f79c0d2b,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,0b269eb6b2414520ee90109bba873560afe5281b,ParserConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,311487b4e91bf3cea42ebf688bd25570f4e5d37a,ParserConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,3b370ac07cef990eb0a10eeeb6388b2b91feada8,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,bb31785396e80d0af7a4cb4c2aba7ea8db1e4c57,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,8a929a42c5365ecf634b31d014b78d25b43bc3f8,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,ca1b90d0d08fb8fce34f1aa058855862792518b0,JSON,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,ec88477aec6c71a70e44eded5867f66665f8f8da,JSON,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,88ba92f4e7c34447a70c6cdf378748ec005ede94,ParserConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,bfabcc836b4614e6a5adc07d79c35db38fe29835,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,f3078d61023e3f9d088feb42c0bece5beb0ca1f8,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,9950f34bbd6074180a42257bda287fb5b70831c5,JSON,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,89f42e2c768fe308eb3eb41aac567192da555937,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,90aa7d254f821a3aad786bc690c98ebae9a1a156,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,cc7dfab3dde888b81577fb18c0eb223761b5e31f,JSON,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,75a0024cfcbbd050276d3487b031378314b2ad41,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,f47d41b229e54ed1073325bbf57b08ed802949bd,JSON,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,966ff88dc9a6d7b51df39e2bf726061ba25e6485,ParserConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,ddbcc80972e780227f924b03135b23f4b7060fec,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,c283db33145d3c5314a8d89a40caa304234bf07e,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,f6a05ec418f225a586f86592c3f14180d5cb3096,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,ec83a6913c2eb2e46b581339e62cf829f6e12df7,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,d718a3400254ea4b542ac31ef976d0c9afc7e7a9,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,0eb86e826f27f5c7dea3f2eb4086e4febef1885e,JSON,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,2ef6ce007f3e591165297601aa4aebf99109209e,JSON,0,0,0,0,0,0,0,0,true,false,false,false,false,false,true,true,false,true,false,false
fastjson,119625103c86bb99e78773f21ae08232f79c0d2b,TypeUtils,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
fastjson,64663259eb124c503d911c849e8daf925233fe93,JSON,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
