[#, project, merge commit, file, approach, timeStamp]
1;hive;56fc46b8b176ff2b972740656e3e65e3da06e627;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/56fc46b8b176ff2b972740656e3e65e3da06e627/org/apache/hadoop/hive/conf/HiveConf;InsertionLevelInitializationBlockHandler;8,646
2;hive;56fc46b8b176ff2b972740656e3e65e3da06e627;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/56fc46b8b176ff2b972740656e3e65e3da06e627/org/apache/hadoop/hive/conf/HiveConf;InsertionLevelInitializationBlockHandler;8,752
3;hive;56fc46b8b176ff2b972740656e3e65e3da06e627;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/56fc46b8b176ff2b972740656e3e65e3da06e627/org/apache/hadoop/hive/conf/HiveConf;InsertionLevelInitializationBlockHandler;9,502
4;hive;56fc46b8b176ff2b972740656e3e65e3da06e627;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/56fc46b8b176ff2b972740656e3e65e3da06e627/org/apache/hadoop/hive/conf/HiveConf;InsertionLevelInitializationBlockHandler;8,764
5;hive;56fc46b8b176ff2b972740656e3e65e3da06e627;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/56fc46b8b176ff2b972740656e3e65e3da06e627/org/apache/hadoop/hive/conf/HiveConf;InsertionLevelInitializationBlockHandler;8,696
1;hive;d2c60f3ae18fb18b1bc50355a7740cf352cab782;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/d2c60f3ae18fb18b1bc50355a7740cf352cab782/org/apache/hadoop/hive/metastore/ObjectStore;InsertionLevelInitializationBlockHandler;21,824
2;hive;d2c60f3ae18fb18b1bc50355a7740cf352cab782;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/d2c60f3ae18fb18b1bc50355a7740cf352cab782/org/apache/hadoop/hive/metastore/ObjectStore;InsertionLevelInitializationBlockHandler;21,468
3;hive;d2c60f3ae18fb18b1bc50355a7740cf352cab782;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/d2c60f3ae18fb18b1bc50355a7740cf352cab782/org/apache/hadoop/hive/metastore/ObjectStore;InsertionLevelInitializationBlockHandler;24,386
4;hive;d2c60f3ae18fb18b1bc50355a7740cf352cab782;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/d2c60f3ae18fb18b1bc50355a7740cf352cab782/org/apache/hadoop/hive/metastore/ObjectStore;InsertionLevelInitializationBlockHandler;26,657
5;hive;d2c60f3ae18fb18b1bc50355a7740cf352cab782;C:/UFPE/miningframework/SOOTAnalysisOutput/hive/d2c60f3ae18fb18b1bc50355a7740cf352cab782/org/apache/hadoop/hive/metastore/ObjectStore;InsertionLevelInitializationBlockHandler;23,349
