project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
graal,441b7943a4907191788f6b1b6b9b081784cb7369,ThreadData,1,1,1,0,1,1,1,0,true,false,false,false,false,false,true,false,false,false,false,false
graal,0e1ade5005e02e01913157304449891b712580ef,GraalHotSpotVMConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,067f1737639d34955a020b83ad62865fa4bb5227,AbstractClassSerializationTest,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,ae46a240aa06ac95ea946e9f7a691f6b7f16be2e,HotSpotGraphBuilderPlugins,8,8,9,0,0,0,0,0,true,false,false,false,false,false,true,false,false,false,false,false
graal,ae46a240aa06ac95ea946e9f7a691f6b7f16be2e,GraalHotSpotVMConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,ae46a240aa06ac95ea946e9f7a691f6b7f16be2e,StandardGraphBuilderPlugins,2,2,5,0,0,0,0,0,true,false,false,false,false,false,true,false,false,false,false,false
graal,2fec9f7505040461dad55592d05fa5ecfe9c71fa,Word,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,8e06a2b30261c8e962ab9972db333cf2f418a51a,GraalFrameInstance,1,1,3,0,1,1,1,0,true,false,false,false,false,false,true,false,false,false,false,false
graal,317cfb9ac091f279f567dc379c6e50cd6265e5da,PermissionsFeature,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,RegexParser,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,LLVMFunctionCode,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,PermissionsFeature,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,InfoTreeVisitor,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,InstallCommand,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,ReflectionPlugins,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,NonSnippetLowerings,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,GraalHotSpotVMConfig,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
graal,211f49891d9b510c860b8d581b1a4a187b0583ef,AbstractHotSpotTruffleRuntime,0,0,0,0,0,0,0,0,true,true,false,true,false,false,true,true,false,true,false,false
