[#, project, merge commit, file, approach, timeStamp]
1,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,InsertionLevelInitializationBlockHandler,0,726
2,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,InsertionLevelInitializationBlockHandler,0,823
3,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,InsertionLevelInitializationBlockHandler,0,638
4,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,InsertionLevelInitializationBlockHandler,0,624
5,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,InsertionLevelInitializationBlockHandler,0,607
1,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,SimpleInitializationBlockHandler,0,62
2,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,SimpleInitializationBlockHandler,0,621
3,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,SimpleInitializationBlockHandler,0,618
4,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,SimpleInitializationBlockHandler,0,612
5,cgeo,e116e23c2d3a04544f56bdde57212015e554b131,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/e116e23c2d3a04544f56bdde57212015e554b131/Calculator,SimpleInitializationBlockHandler,0,62
1,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,InsertionLevelInitializationBlockHandler,0,587
2,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,InsertionLevelInitializationBlockHandler,0,632
3,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,InsertionLevelInitializationBlockHandler,0,608
4,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,InsertionLevelInitializationBlockHandler,0,59
5,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,InsertionLevelInitializationBlockHandler,0,608
1,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,SimpleInitializationBlockHandler,0,598
2,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,SimpleInitializationBlockHandler,0,596
3,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,SimpleInitializationBlockHandler,0,598
4,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,SimpleInitializationBlockHandler,0,599
5,cgeo,7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/7f3bc27fe8af7ee6ba3aef01d8b526e40c0b4667/cgeo/geocaching/utils/RxUtilsTest,SimpleInitializationBlockHandler,0,603
1,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,InsertionLevelInitializationBlockHandler,0,637
2,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,InsertionLevelInitializationBlockHandler,0,678
3,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,InsertionLevelInitializationBlockHandler,0,651
4,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,InsertionLevelInitializationBlockHandler,0,653
5,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,InsertionLevelInitializationBlockHandler,0,66
1,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,SimpleInitializationBlockHandler,0,636
2,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,SimpleInitializationBlockHandler,0,65
3,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,SimpleInitializationBlockHandler,0,633
4,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,SimpleInitializationBlockHandler,0,635
5,cgeo,5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/5be9d97e0c4ad128ea64f45b9de4b5e73fee7c4e/cgeo/geocaching/enumerations/CacheType,SimpleInitializationBlockHandler,0,658
1,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,InsertionLevelInitializationBlockHandler,2,341
2,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,InsertionLevelInitializationBlockHandler,2,328
3,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,InsertionLevelInitializationBlockHandler,2,314
4,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,InsertionLevelInitializationBlockHandler,2,305
5,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,InsertionLevelInitializationBlockHandler,2,276
1,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,SimpleInitializationBlockHandler,2,268
2,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,SimpleInitializationBlockHandler,2,271
3,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,SimpleInitializationBlockHandler,2,278
4,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,SimpleInitializationBlockHandler,2,268
5,cgeo,a3cd74d282d76416e35a9886b770954b9042f194,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a3cd74d282d76416e35a9886b770954b9042f194/cgeo/geocaching/export/FieldnoteExport,SimpleInitializationBlockHandler,2,213
1,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,12,37
2,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,12,975
3,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,7,418
4,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,7,06
5,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,7,102
1,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,6,926
2,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,7,183
3,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,6,822
4,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,6,92
5,cgeo,bbb41eba106b610efc5a2797cc5d150246fcb374,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/bbb41eba106b610efc5a2797cc5d150246fcb374/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,7,13
1,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,7,629
2,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,7,031
3,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,6,943
4,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,7,114
5,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,6,952
1,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,6,814
2,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,7,026
3,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,6,904
4,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,6,743
5,cgeo,2de0a3e45674d7c94fc6441693ea4029849a9ae3,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/2de0a3e45674d7c94fc6441693ea4029849a9ae3/cgeo/geocaching/cgBase,SimpleInitializationBlockHandler,7,007
1,cgeo,a03b45c81af0e3a66eb861f92f243f340823aecd,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a03b45c81af0e3a66eb861f92f243f340823aecd/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,8,4
2,cgeo,a03b45c81af0e3a66eb861f92f243f340823aecd,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a03b45c81af0e3a66eb861f92f243f340823aecd/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,8,495
3,cgeo,a03b45c81af0e3a66eb861f92f243f340823aecd,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a03b45c81af0e3a66eb861f92f243f340823aecd/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,8,147
4,cgeo,a03b45c81af0e3a66eb861f92f243f340823aecd,C:/UFPE/miningframework/SOOTAnalysisOutput/cgeo/a03b45c81af0e3a66eb861f92f243f340823aecd/cgeo/geocaching/cgBase,InsertionLevelInitializationBlockHandler,8,741
