project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts
jenkins,a7950b8cf18dca4923186a3fc3bb1512c1119551,IconSet,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,b1c0adfed46b2166b776bae23b17a4c1ad36ca4f,IconSet,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,8f61155846fc92536af55f2332dea3db052f3a91,ConfidentialStoreRule,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,8f61155846fc92536af55f2332dea3db052f3a91,Secret,1,0,0,1,0,0,false,false,true,false,false,true
jenkins,bdcb2fb2229868168379b6690696a3d95be03ec1,Secret,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,a976bfee1c1f1804b00fd5f84321c1aab39e45c8,Secret,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,c77a8cb6ce991fab68ec36fefa21605fd53a0bbd,UDPBroadcastThread,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,ed9baefc5613a3768d90c2e72aa7edbeb1df1867,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,8991d8a6482909a9dd0627c568e63e02d1beb7f7,Queue,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,8991d8a6482909a9dd0627c568e63e02d1beb7f7,ConfidentialStoreRule,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,93375d53f19a3301e8a0ea480be352ef1aa6f384,Queue,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,93375d53f19a3301e8a0ea480be352ef1aa6f384,ClassLoaderReflectionToolkit,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,93375d53f19a3301e8a0ea480be352ef1aa6f384,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,81b04143299f8efd45072c7b857bcdc722019cde,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,97db3ad8e7e883c9e7fd8c2dcf6428dede500972,UpdateCenter,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,c87f52e2211e7f995d4cf1c7e2626095419b5981,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,6efee2875ce58a46588067c127e7883ab63b127f,Security218BlackBoxTest,1,1,0,0,0,0,true,false,false,true,false,false
jenkins,6efee2875ce58a46588067c127e7883ab63b127f,CLIActionTest,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,6efee2875ce58a46588067c127e7883ab63b127f,PluginManager,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,6efee2875ce58a46588067c127e7883ab63b127f,ComputerSet,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,6efee2875ce58a46588067c127e7883ab63b127f,ProcessTree,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,6efee2875ce58a46588067c127e7883ab63b127f,UserSeedChangeListenerTest,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,6efee2875ce58a46588067c127e7883ab63b127f,Gadgets,1,1,0,0,0,0,true,false,false,true,false,false
jenkins,7c3810a82eb26c2d057cc8528eee37f826ae5cdf,ProcessTree,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,681386990da25f95ba31911a88fcae213723d254,Security218BlackBoxTest,1,1,0,0,0,0,true,false,false,true,false,false
jenkins,681386990da25f95ba31911a88fcae213723d254,ClassicPluginStrategy,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,681386990da25f95ba31911a88fcae213723d254,CLICommand,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,681386990da25f95ba31911a88fcae213723d254,ProcessTree,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,681386990da25f95ba31911a88fcae213723d254,ProxyConfiguration,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,681386990da25f95ba31911a88fcae213723d254,UpdateCenter,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,681386990da25f95ba31911a88fcae213723d254,Gadgets,1,1,0,0,0,0,true,false,false,true,false,false
jenkins,681386990da25f95ba31911a88fcae213723d254,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,4090a64022f45231d44634459197ad6b822d79b4,CLICommand,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,a026f89ecfd4752b288097f8aba53aecdf93ab24,Util,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,ab4cd01a8f244e49c4a3548d9160f6610f0edc94,ProcessTree,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,71e78b45b025fbbd8fd8e9c1519a078a59039eeb,CliProtocol,1,1,0,1,1,0,true,false,false,true,false,false
jenkins,71e78b45b025fbbd8fd8e9c1519a078a59039eeb,CLICommand,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,27c49bf0a1a77efa10e928a43212136e13d152d6,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,146118b2c520fbe9cdb88ae4ada6718bddc5c926,ProcessTree,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,63913f8b018dd66579786272d8923ebad2d6d7ae,ProcessTree,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,896356a03893c300361dd8a3acc3b83f926301b7,ProxyConfiguration,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,69eacee9649288879354a73dcfc630b3b8083169,User,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,23ea44f9ae4f6e3e995f58f8ba6d76131c7c548f,User,2,2,0,0,0,0,true,false,false,true,false,false
jenkins,748e2f326e84a1f072cc976909da5cc7bc023210,User,1,1,0,0,0,0,true,false,false,true,false,false
jenkins,a3bf6f932fc2e7c4eb6728423dff1ac5e100344f,ProcessTree,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,389c5a7e606fefa184959d7722c95c3b976b3375,PluginManager,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,d4284565e7a3e6b044f6d6df52288e822af02fc4,ProxyConfiguration,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,9801bd961dcde1815ae3a590b769cd7bbef17481,ProcessTree,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,e56103203c83279777f740f8719b53bf31af8808,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,34c88568d330b87e0ed739b385eaaca9271bfecf,JDKInstaller,1,1,0,0,0,0,true,false,false,true,false,false
jenkins,556d6f70369bcd09f1deb60854281ef9093d42fd,JDKInstaller,1,1,0,0,0,0,true,false,false,true,false,false
jenkins,44c4c1cc0c6af30f09b5e391fd72546a848ddc71,Jenkins,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,44c4c1cc0c6af30f09b5e391fd72546a848ddc71,ComputerSet,0,0,0,0,0,0,true,false,false,true,true,true
jenkins,44c4c1cc0c6af30f09b5e391fd72546a848ddc71,PluginManager,0,0,0,0,0,0,true,true,true,true,true,true
jenkins,06eb14efe698a9c6941e6b00a1b061b69717a1fb,Jenkins,0,0,0,0,0,0,true,true,true,true,true,true
