[#, project, merge commit, file, approach, timeStamp]
1,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,InsertionLevelInitializationBlockHandler,4,409
2,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,InsertionLevelInitializationBlockHandler,3,748
3,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,InsertionLevelInitializationBlockHandler,3,676
4,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,InsertionLevelInitializationBlockHandler,3,601
5,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,InsertionLevelInitializationBlockHandler,3,741
1,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,InsertionLevelInitializationBlockHandler,2,82
2,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,InsertionLevelInitializationBlockHandler,2,756
3,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,InsertionLevelInitializationBlockHandler,2,8
4,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,InsertionLevelInitializationBlockHandler,2,717
5,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,InsertionLevelInitializationBlockHandler,2,705
1,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,SimpleInitializationBlockHandler,3,638
2,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,SimpleInitializationBlockHandler,3,675
3,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,SimpleInitializationBlockHandler,3,692
4,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,SimpleInitializationBlockHandler,3,788
5,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/core/CoreContainer,SimpleInitializationBlockHandler,3,979
1,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,SimpleInitializationBlockHandler,2,884
2,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,SimpleInitializationBlockHandler,2,95
3,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,SimpleInitializationBlockHandler,2,878
4,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,SimpleInitializationBlockHandler,2,985
5,lucene,6b87cfb88c1ad428f3b6affb53aef1ed49949ab8,C:/UFPE/miningframework/SOOTAnalysisOutput/lucene/6b87cfb88c1ad428f3b6affb53aef1ed49949ab8/org/apache/solr/handler/SolrConfigHandler,SimpleInitializationBlockHandler,2,741
