project; merge commit ;ancestorSHA; left; right; pathFilesWithIniTBlock;  qtd_static
jitsi;e1ae956de6e13a7e3548c139cf7d1711971a75bc;2d80de7934b9e795b23205fd275f4643dde2098a;279cc98ea;50b7e6263;src/net/java/sip/communicator/impl/gui/main/presence/GlobalStatusSelectorBox.java;1
jitsi;e1ae956de6e13a7e3548c139cf7d1711971a75bc;2d80de7934b9e795b23205fd275f4643dde2098a;279cc98ea;50b7e6263;src/net/java/sip/communicator/impl/gui/main/presence/AccountStatusPanel.java;1
jitsi;959ecfa865e4ab30ddb94467db3e92980f39d475;37b9d3028ef54442211ebedce2ee44c70cf99a69;f6042d377;454469e67;src/net/java/sip/communicator/impl/protocol/jabber/extensions/thumbnail/FileElement.java;1
jitsi;3dc283b98634b53eda0b057f1e6df4a1bc5bac76;79ba7bcd6964958928f55eab8bf17a34756276a9;f2190927d;8731c2033;src/net/java/sip/communicator/impl/protocol/jabber/ProtocolProviderServiceJabberImpl.java;1
jitsi;f2190927dd76dd4ed2c061cfe2a7ce92ff553709;34d41695604d041fa2a7842b46b6bab2ea23aeb6;01322af1b;79ba7bcd6;src/net/java/sip/communicator/impl/protocol/jabber/ProtocolProviderServiceJabberImpl.java;1
jitsi;3fc7211e873e7a9b66d96ead99b6bf5308217a3f;251b71282ad875bbbe97723e3d8983f35b44fee0;e3e9d9df8;039f6a009;src/net/java/sip/communicator/impl/protocol/jabber/OperationSetServerStoredAccountInfoJabberImpl.java;1
jitsi;536a524222d07605dbf87e9cbda536867d21e727;5f1e554873aad4659a636da9113ec2a254ce2c5a;058d437f4;18347bb49;src/net/java/sip/communicator/impl/protocol/jabber/OperationSetPersistentPresenceJabberImpl.java;1
jitsi;536a524222d07605dbf87e9cbda536867d21e727;5f1e554873aad4659a636da9113ec2a254ce2c5a;058d437f4;18347bb49;src/net/java/sip/communicator/impl/protocol/jabber/ProtocolProviderServiceJabberImpl.java;1
jitsi;e1a68d1f8591203f40163b4d78815b9fda122d79;7c42889e86694f0be88829b45fbcca876797f6c6;092ea03b6;7245b9570;src/net/java/sip/communicator/impl/protocol/jabber/ProtocolProviderServiceJabberImpl.java;1
jitsi;e1a68d1f8591203f40163b4d78815b9fda122d79;7c42889e86694f0be88829b45fbcca876797f6c6;092ea03b6;7245b9570;src/net/java/sip/communicator/impl/sysactivity/SystemActivityNotifications.java;1
jitsi;4a17fc226794bfaf5768fe6c01bcc7ba31abda1b;c0c8d8d1ab0cd099d345d4d0d777e59404bac710;fbf0877aa;22bc098d4;src/net/java/sip/communicator/impl/protocol/jabber/OperationSetFileTransferJabberImpl.java;1
jitsi;4a17fc226794bfaf5768fe6c01bcc7ba31abda1b;c0c8d8d1ab0cd099d345d4d0d777e59404bac710;fbf0877aa;22bc098d4;src/net/java/sip/communicator/impl/protocol/jabber/ProtocolProviderServiceJabberImpl.java;1
jitsi;4a17fc226794bfaf5768fe6c01bcc7ba31abda1b;c0c8d8d1ab0cd099d345d4d0d777e59404bac710;fbf0877aa;22bc098d4;src/net/java/sip/communicator/impl/protocol/irc/IrcStack.java;1
jitsi;e820f0a41dbfaa4f88911f243dd69df86bc15bdc;9bc82801d0b4556cb4535092c301bd59ee5dd30b;74809121f;3eeed9cc9;src/net/java/sip/communicator/impl/protocol/irc/IrcStack.java;1
jitsi;ac6242900926e5afdadd6d0eeecaf6f04462640c;1ec286c9e6ed0e9c8ded4b9926b9cb68a80e5db5;55ef6a131;03af0f5b4;src/net/java/sip/communicator/impl/protocol/jabber/ProtocolProviderServiceJabberImpl.java;1
