[#, project, merge commit, file, approach, timeStamp]
1,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,InsertionLevelInitializationBlockHandler,0,777
2,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,InsertionLevelInitializationBlockHandler,0,582
3,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,InsertionLevelInitializationBlockHandler,0,565
4,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,InsertionLevelInitializationBlockHandler,0,553
5,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,InsertionLevelInitializationBlockHandler,0,541
1,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,InsertionLevelInitializationBlockHandler,0,477
2,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,InsertionLevelInitializationBlockHandler,0,459
3,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,InsertionLevelInitializationBlockHandler,0,458
4,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,InsertionLevelInitializationBlockHandler,0,456
5,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,InsertionLevelInitializationBlockHandler,0,464
1,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,SimpleInitializationBlockHandler,0,546
2,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,SimpleInitializationBlockHandler,0,551
3,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,SimpleInitializationBlockHandler,0,529
4,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,SimpleInitializationBlockHandler,0,528
5,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/org/apache/cxf/transport/http_jetty/JettyHTTPDestination,SimpleInitializationBlockHandler,0,526
1,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,SimpleInitializationBlockHandler,0,459
2,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,SimpleInitializationBlockHandler,0,471
3,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,SimpleInitializationBlockHandler,0,453
4,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,SimpleInitializationBlockHandler,0,446
5,cxf,d9a1164c341c10db5d34cea3265eb8d5099f3edf,C:/UFPE/miningframework/SOOTAnalysisOutput/cxf/d9a1164c341c10db5d34cea3265eb8d5099f3edf/WebSocketTransportFactory,SimpleInitializationBlockHandler,0,435
