project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts
BroadleafCommerce,fcf09b587295270cf5d6ee1b4c25b857361188e2,RuntimeEnvironmentPropertiesConfigurer,1,1,0,0,0,0,true,false,false,true,false,false
BroadleafCommerce,7372a30b9f3190df28e61f8437f110c95d36b4fa,RuntimeEnvironmentPropertiesConfigurer,1,1,0,0,0,0,true,false,false,true,false,false
BroadleafCommerce,7cba86412ba4291b55849d7bbec8d233169dc374,BroadleafThymeleafStandardTemplateModeHandlers,1,1,0,0,0,0,true,false,false,true,false,false
BroadleafCommerce,6180c1c8e0d1eddd5d010a04ef4e9695eca39ea0,SessionOrderLockManager,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,718b68adbe6f5a0a63a91a7f1ce7744874a81fd0,PagesRuleBasedPresenterInitializer,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,718b68adbe6f5a0a63a91a7f1ce7744874a81fd0,RuleBasedPresenterInitializer,1,1,0,0,0,0,true,false,false,true,false,false
BroadleafCommerce,718b68adbe6f5a0a63a91a7f1ce7744874a81fd0,BLCMain,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,718b68adbe6f5a0a63a91a7f1ce7744874a81fd0,StructuredContentRuleBasedPresenterInitializer,0,0,0,0,0,0,true,false,false,true,true,true
BroadleafCommerce,c1f728f4d262fa1adec2635d29060ce626fb8ab0,PagesRuleBasedPresenterInitializer,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,c1f728f4d262fa1adec2635d29060ce626fb8ab0,RuleBasedPresenterInitializer,1,1,0,0,0,0,true,false,false,true,false,false
BroadleafCommerce,c1f728f4d262fa1adec2635d29060ce626fb8ab0,BLCMain,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,c1f728f4d262fa1adec2635d29060ce626fb8ab0,StructuredContentRuleBasedPresenterInitializer,0,0,0,0,0,0,true,false,false,true,true,true
BroadleafCommerce,c28e4a2540256938076f09eb5f10352ee0efea59,PagesRuleBasedPresenterInitializer,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,c28e4a2540256938076f09eb5f10352ee0efea59,RuleBasedPresenterInitializer,1,1,0,0,0,0,true,false,false,true,false,false
BroadleafCommerce,c28e4a2540256938076f09eb5f10352ee0efea59,BLCMain,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,c28e4a2540256938076f09eb5f10352ee0efea59,StructuredContentRuleBasedPresenterInitializer,0,0,0,0,0,0,true,false,false,true,true,true
BroadleafCommerce,49c6d66db31b203fc8da021559635ae1d5779774,StructuredContentPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,49c6d66db31b203fc8da021559635ae1d5779774,OfferPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,49c6d66db31b203fc8da021559635ae1d5779774,ValidationFactoryManager,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,bd2ce73a6ddcb276bd823f661bebad3317e0219b,StructuredContentPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,bd2ce73a6ddcb276bd823f661bebad3317e0219b,OfferPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,bd2ce73a6ddcb276bd823f661bebad3317e0219b,ValidationFactoryManager,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,78f09229bd7853d0e975e62573dc926c376e8a9e,StructuredContentPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,78f09229bd7853d0e975e62573dc926c376e8a9e,OfferPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,78f09229bd7853d0e975e62573dc926c376e8a9e,ValidationFactoryManager,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,411dbd6946590809448fe7fe68795a1aaea15145,StructuredContentPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,411dbd6946590809448fe7fe68795a1aaea15145,OfferPresenterExtractor,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,411dbd6946590809448fe7fe68795a1aaea15145,ValidationFactoryManager,0,0,0,0,0,0,true,true,true,true,true,true
BroadleafCommerce,2356f4834201ca6d26e6de2e283909146fd9875c,PrecompressedHttpServletResponse,1,1,0,0,0,0,true,false,false,true,false,false
