project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts
rstudio,7e485a33c83b1a0198d5aebe15e72c3e7d19eedc,FastestSmallestTextEncoderDecoder,1,1,0,0,0,0,true,false,false,true,false,false
rstudio,43277e4f3c80ee1758f9c7e3835ad22315f55a9a,TriStateCheckBox,1,1,0,0,0,0,true,false,false,true,false,false
rstudio,43277e4f3c80ee1758f9c7e3835ad22315f55a9a,ThemedCheckBox,1,1,0,0,0,0,true,false,false,true,false,false
rstudio,7209b3cd5737b0630306192674517deb92ba9a22,RegexUtil,0,0,0,0,0,0,true,true,true,true,true,true
