project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts
kotlin,9b19685ec1582f8e7855a56af8bbc1f5de4fb6fb,QuickFixes,0,0,0,0,0,0,true,false,false,true,true,true
kotlin,842916222023183f401630a3496ac06d9da62673,JetHighlighter,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,842916222023183f401630a3496ac06d9da62673,QuickFixes,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,a4c02da10d9b27fe2df58044cad8980ceec7218b,QuickFixes,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,7245b05426113eae38c7a8056b6d1d0fe5a72807,QuickFixes,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,707957e8c16daba72b8a6c42db2c5693e0169b48,QuickFixes,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,18b6b53288b1ab17facfad6509be238cbbeac64d,DefaultErrorMessages,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,d3041d410e140c8900289ea6565607638223a6e2,DefaultErrorMessages,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,d09916ca385e715ce8790e5cd2a8421fd2525471,JetMacro,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,d604591c5c51919d0541ce3e8d21568811c4088a,JetExpressionParsing,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,d604591c5c51919d0541ce3e8d21568811c4088a,frontend,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,639644d22768d6cf73bc104a3f3f3d32ce10e2e6,OperatorTable,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,bfac08235e2efcf51c4fd35edbf6116e6c53742d,JetExpressionParsing,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,9a7e43b0f15b1027fbd2c39dec56e677248648a1,JetTypeInferrer,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,b75354f4b968037946c4f7b7660f6c11ed0d97db,JetStandardClasses,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,5aad7021afb8c7ffbc843f9b24d297aa1c0cef8c,JetTypeInferrer,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,45ca9c25881ece967b65a9d8d8ad8dade1fb7ed2,JetTypeInferrer,0,0,0,0,0,0,true,true,true,true,true,true
kotlin,019fee5cb725a691aaabf686549f2bc8a5e70064,JetStandardClasses,0,0,0,0,0,0,true,true,true,true,true,true
