[#, project, merge commit, file, approach, timeStamp]
1,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,InsertionLevelInitializationBlockHandler,0,674
2,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,InsertionLevelInitializationBlockHandler,0,794
3,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,InsertionLevelInitializationBlockHandler,0,651
4,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,InsertionLevelInitializationBlockHandler,0,627
5,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,InsertionLevelInitializationBlockHandler,0,646
1,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,SimpleInitializationBlockHandler,0,675
2,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,SimpleInitializationBlockHandler,0,646
3,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,SimpleInitializationBlockHandler,0,646
4,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,SimpleInitializationBlockHandler,0,621
5,mockito,ff32a690a2cc73d709ec7d079ee73d92eba99183,C:/UFPE/miningframework/SOOTAnalysisOutput/mockito/ff32a690a2cc73d709ec7d079ee73d92eba99183/org/mockito/internal/util/Primitives,SimpleInitializationBlockHandler,0,636
