[#, project, merge commit, file, approach, timeStamp]
1,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,InsertionLevelInitializationBlockHandler,0,825
2,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,InsertionLevelInitializationBlockHandler,0,714
3,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,InsertionLevelInitializationBlockHandler,0,712
4,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,InsertionLevelInitializationBlockHandler,0,612
5,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,InsertionLevelInitializationBlockHandler,0,619
1,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,SimpleInitializationBlockHandler,0,611
2,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,SimpleInitializationBlockHandler,0,594
3,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,SimpleInitializationBlockHandler,0,588
4,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,SimpleInitializationBlockHandler,0,545
5,antlr4,ca77cbe218465dd5e62a7951b8af20f51af2ca23,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/ca77cbe218465dd5e62a7951b8af20f51af2ca23/org/antlr/v4/test/runtime/go/GoRunner,SimpleInitializationBlockHandler,0,525
1,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/SwiftTarget,InsertionLevelInitializationBlockHandler,0,625
2,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/SwiftTarget,InsertionLevelInitializationBlockHandler,0,69
3,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/SwiftTarget,InsertionLevelInitializationBlockHandler,0,688
4,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/SwiftTarget,InsertionLevelInitializationBlockHandler,0,67
5,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/SwiftTarget,InsertionLevelInitializationBlockHandler,0,669
1,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/CppTarget,InsertionLevelInitializationBlockHandler,0,605
2,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/CppTarget,InsertionLevelInitializationBlockHandler,0,601
3,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/CppTarget,InsertionLevelInitializationBlockHandler,0,592
4,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/CppTarget,InsertionLevelInitializationBlockHandler,0,542
5,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/CppTarget,InsertionLevelInitializationBlockHandler,0,518
1,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/test/runtime/BaseRuntimeTestSupport,InsertionLevelInitializationBlockHandler,0,533
2,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/test/runtime/BaseRuntimeTestSupport,InsertionLevelInitializationBlockHandler,0,564
3,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/test/runtime/BaseRuntimeTestSupport,InsertionLevelInitializationBlockHandler,0,574
4,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/test/runtime/BaseRuntimeTestSupport,InsertionLevelInitializationBlockHandler,0,542
5,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/test/runtime/BaseRuntimeTestSupport,InsertionLevelInitializationBlockHandler,0,527
1,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/Python3Target,InsertionLevelInitializationBlockHandler,0,565
2,antlr4,80edad927c7f48bec615ec95305f4af2416f6f81,C:/UFPE/miningframework/SOOTAnalysisOutput/antlr4/80edad927c7f48bec615ec95305f4af2416f6f81/org/antlr/v4/codegen/target/Python3Target,InsertionLevelInitializationBlockHandler,0,522
