[#, project, merge commit, file, approach, timeStamp]
1,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,InsertionLevelInitializationBlockHandler,7,979
2,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,InsertionLevelInitializationBlockHandler,7,946
3,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,InsertionLevelInitializationBlockHandler,7,712
4,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,InsertionLevelInitializationBlockHandler,7,773
5,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,InsertionLevelInitializationBlockHandler,8,245
1,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,SimpleInitializationBlockHandler,8,344
2,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,SimpleInitializationBlockHandler,7,887
3,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,SimpleInitializationBlockHandler,8,073
4,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,SimpleInitializationBlockHandler,8,255
5,Open-MCT,b59e31a9eab3396da5f469b47df015b126718ccc,C:/UFPE/miningframework/SOOTAnalysisOutput/Open-MCT/b59e31a9eab3396da5f469b47df015b126718ccc/gov/nasa/arc/mct/fastplot/view/PlotSettingsControlPanel,SimpleInitializationBlockHandler,7,87
