[#, project, merge commit, file, approach, timeStamp]
1,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,InsertionLevelInitializationBlockHandler,2,283
2,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,InsertionLevelInitializationBlockHandler,1,911
3,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,InsertionLevelInitializationBlockHandler,1,897
4,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,InsertionLevelInitializationBlockHandler,2,04
5,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,InsertionLevelInitializationBlockHandler,1,929
1,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,SimpleInitializationBlockHandler,1,885
2,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,SimpleInitializationBlockHandler,2,258
3,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,SimpleInitializationBlockHandler,1,974
4,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,SimpleInitializationBlockHandler,1,894
5,hector,81d97c7856d93a8808be98964cc6018db1b97c6b,C:/UFPE/miningframework/SOOTAnalysisOutput/hector/81d97c7856d93a8808be98964cc6018db1b97c6b/me/prettyprint/hector/api/ddl/ComparatorType,SimpleInitializationBlockHandler,1,799
