project; merge commit ;ancestorSHA; left; right; hasInitializationBlock;  qtd_static
hazelcast;5cfa1d4b924f0f228101fc06cad0b4c04adcd7e6;51d699769dfa62a60c4a138da7799869ad339e7f;69dc21a100;5e0bdbc10a;hazelcast/src/test/java/com/hazelcast/client/protocol/compatibility/ReferenceObjects.java;15
hazelcast;51d699769dfa62a60c4a138da7799869ad339e7f;e6d277bc700a67f71986a1394369aee64fb370af;d845e87194;ec5cc97dab;hazelcast/src/test/java/com/hazelcast/test/starter/HazelcastVersionLocator.java;2
hazelcast;20089f2993bb68b03f5364c2f136b257300bb918;02368bc2b91371038dedd36214aac019e8651b7d;e6d277bc70;4f044165fa;hazelcast/src/main/java/com/hazelcast/spi/merge/SplitBrainMergePolicyProvider.java;2
hazelcast;02368bc2b91371038dedd36214aac019e8651b7d;9a517a3c488379ce1c6a79a76cf3ca47675a7fc8;6514c831c8;121d2b2682;hazelcast/src/test/java/com/hazelcast/internal/management/ZuluExcludeRule.java;2
hazelcast;9a517a3c488379ce1c6a79a76cf3ca47675a7fc8;b5970e7ccc3eafa7da46a6f0a08bceca1b7a3e9e;b71e50d14f;52409eb279;hazelcast-client/src/test/java/com/hazelcast/client/cache/jsr/JsrClientTestUtil.java;2
hazelcast;b5970e7ccc3eafa7da46a6f0a08bceca1b7a3e9e;cc14ad8d5963626b2789ca432de33c3cac1852e2;a7ec759936;a321c2e9b3;hazelcast/src/main/java/com/hazelcast/internal/memory/impl/UnsafeUtil.java;2
hazelcast;cc14ad8d5963626b2789ca432de33c3cac1852e2;f4b3cd40af5e77e1e5668647f3d3283b1f7eae2a;933c38bf04;9a778654be;hazelcast/src/test/java/com/hazelcast/test/AbstractHazelcastClassRunner.java;2
hazelcast;f4b3cd40af5e77e1e5668647f3d3283b1f7eae2a;e96c2ede013677e0318f7d517e9f65ae0c93f008;089a8de3ef;717f34bef1;hazelcast/src/main/java/com/hazelcast/nio/UnsafeHelper.java;2
hazelcast;e96c2ede013677e0318f7d517e9f65ae0c93f008;3ce6416645b064d3fcf1ec872b792c5706b7ce8e;331c9e711a;b7dbeec9eb;hazelcast-wm/src/test/java/com/hazelcast/wm/test/AbstractWebFilterTest.java;2
hazelcast;3ce6416645b064d3fcf1ec872b792c5706b7ce8e;672ffce542b4ada09478b53dce0af004a6e5bca1;9fb3089033;b1cf0ca4d1;hazelcast/src/test/java/com/hazelcast/replicatedmap/ReplicatedMapTest.java;2
hazelcast;48354adf5b33c8da31e743887828190c5c959d7d;590c6477098c09f7f0334904cb21999d800fb2aa;022c352677;ee70b1725b;hazelcast/src/main/java/com/hazelcast/util/HealthMonitor.java;2
hazelcast;a77867fb30674df9496ce5d41b5d7afd0698fc68;4d9e517101cd8e9ed57e5f756bf444c6d6666730;672ffce542;f96dcdc625;hazelcast-wm/src/test/java/com/hazelcast/wm/test/AbstractWebFilterTest.java;2
hazelcast;4a923f283aa641f947eed63633e1e584bf570090;3d4695eb3a0de8c75e5a2d34f47168e5ba49652c;8ba1df82a6;9a4bd223d5;hazelcast/src/test/java/com/hazelcast/test/HazelcastTestSupport.java;2
hazelcast;a5b500b86a06ea0d6e012c81a1fce309579684e6;6aa9b22272d179ffefe1d5b9df5e785e46604faf;8ee8a8248e;5a833ca31a;hazelcast/src/test/java/com/hazelcast/test/HazelcastTestSupport.java;2
hazelcast;34f354ba441a94b4c5967cc68f0a79b10d57a237;b7a499b748579b5d1e63307b6b1cceb42491fac8;8cbe82aa04;15587a8598;hazelcast/src/main/java/com/hazelcast/examples/SimpleMapTest.java;2
hazelcast;e73ee1bb20113a455f99532226d74fd1fc7fcef6;6b40f1b4042a333097b550516db2f5f2f7800dfe;865e2c9805;9db4f74a71;hazelcast-spring/src/test/java/com/hazelcast/spring/TestClientApplicationContext.java;2
