project; merge commit ;ancestorSHA; left; right; hasInitializationBlock;  qtd_static
robolectric;43387c6186016ae2e53a4c859e08e8c071cafc6f;8ed8d4d7ee15ba29eb9b5123e0bc44ab1d3855d0;b45b15d8d;2b4bfebe2;nativeruntime/src/main/java/org/robolectric/nativeruntime/SQLiteConnectionNatives.java;2
robolectric;11db6fb8c2394c6c3d105a5dd517a162e36a8a8f;5f544521b56fe4a29cba794c462cdb1f4af24d33;4593063fc;85806be85;shadows/framework/src/main/java/org/robolectric/shadows/ShadowServiceManager.java;2
robolectric;b33b61bba20d35ed12e4eb7fa8cbaf93382629af;5f544521b56fe4a29cba794c462cdb1f4af24d33;2ccf8b278;14442d99c;shadows/framework/src/main/java/org/robolectric/shadows/ShadowServiceManager.java;2
robolectric;d75c1a14d34f01c4bd75ec7860a38556acddf884;32b709ba5dcb594d791d0fbc2eedcd0249659e61;3b0ca9dad;528fb8c20;robolectric/src/main/java/org/robolectric/RobolectricTestRunner.java;2
robolectric;08566da3e73ea2eba9bfe8fc3fd56a4ee45b13b2;b0e69b6e8dedb4dd75919b7110ae699915ac9f38;a580a4014;4dd8b548f;robolectric/src/main/java/org/robolectric/plugins/DefaultSdkProvider.java;2
robolectric;a1bb92ecfc50c072a9b0bc676a995a41ebf59cf8;c8d5902e366c68469e8d7b8793ea54b2a4f92b84;284dc9bc0;20679ae19;utils/reflector/src/main/java/org/robolectric/util/reflector/Reflector.java;2
robolectric;75041ed744db8f0bc7b62af049256dfa8c256492;feaff950a5ef20e5cacca4e1db3e48e35da878c9;23bd2c6af;14e5dd369;shadows/framework/src/main/java/org/robolectric/shadows/ShadowContextImpl.java;2
robolectric;2c10825394b887720b31b11c6eb6edb0018a726a;4d7c03b33948f3fbb5087dc071fc2f8c156421f6;d4bc156e8;1706fc098;shadows/framework/src/main/java/org/robolectric/shadows/ShadowContextImpl.java;2
robolectric;2dc5520b2cf2b08be3f21a4d75e80a5b7176b106;a0878035a038fba8d141806570edd8fe0fd57a57;f1f46dd97;323002ce5;robolectric-shadows/shadows-core/src/main/java/org/robolectric/shadows/ShadowContextImpl.java;2
robolectric;db2f1e801945cdc140c3b688deae4c4c57c438ff;f963d02130c3ffae91f2d0d3b557412269b0e1e7;ec53a4a07;82cb1fcc7;robolectric-processor/src/test/resources/org/robolectric/Robolectric_ClassNameOnly.java;2
robolectric;9e11c64f01e0d72a3f469d5866b695c778387c26;ace04820e559b84feaf3c1fb9d6342ea1ef922d9;75038b993;809d8cbba;src/main/java/com/xtremelabs/robolectric/shadows/ShadowApplication.java;2
robolectric;e3cd0f53a651b261d868ad95d778dde07de2fc67;52db1b0d94ef698425ebd641ad7fecc5f674a4db;86def9e7f;6ca1c54a3;src/main/java/com/xtremelabs/robolectric/res/ColorResourceLoader.java;2
