project; merge commit ;ancestorSHA; left; right; hasInitializationBlock;  qtd_static
jdk;5393dc9a48064505f0b79b7059f87bec33c1c8fe;a17f505d7351b0031d17c3ce8df3723b121a301e;7310131409d;1f141bd7a99;test/hotspot/jtreg/compiler/lib/ir_framework/IRNode.java;429
jdk;19ce23c6459a452c8d3856b9ed96bfa54a8346ae;22007a1e387a1b8e897c6fbb056377b7ddc6ec00;2f4098e1dc9;33042a49d75;src/java.net.http/share/classes/jdk/internal/net/http/common/Utils.java;6
jdk;9c19d89c9c564e436732c5f7851f4960fb5d783c;e062dff1bfd1abd5f14e8915dc5417cc22d622ac;b1817a30a00;17e65bbd237;src/java.base/share/classes/jdk/internal/util/xml/impl/Parser.java;4
jdk;803cb8a76827a21fcf9e033b4ca6a777c509169b;be6b90d90b54883ff17f9f5ac0f271de37df7e2a;997b1eea6e3;1128674d7f3;test/jdk/java/io/Serializable/serialFilter/InvalidGlobalFilterTest.java;2
jdk;1f5e21a16e1bb9a7291b38cedf4269717bbbe428;f636b84f48418743b028fe4a5a4927070bad627a;cdc1dc939f4;507e54840f3;src/java.base/share/classes/java/math/BigInteger.java;4
jdk;4862d0d542229c533a71f895495ab2eca7dddbf2;de3923edf93dda35ee9b9c94edce3920f3cd056b;3192ef367ac;61e44cdb6a9;src/java.xml.crypto/share/classes/com/sun/org/slf4j/internal/Logger.java;2
jdk;943b87ddde7f85f5f822662fe0a03538673eb2a8;03073cd46d15a820262e91b92a3b350fc4bae891;ff914903b95;d8e3d8af7be;src/java.base/share/classes/jdk/internal/misc/ExtendedMapMode.java;2
jdk;999f05b13b44f9c828a2764ba9dfa7c4e20b28c5;55f3fd95e617995ce04de33d5de9fae4485df400;37c069446a2;c7a2e3b838f;src/jdk.sctp/unix/classes/sun/nio/ch/sctp/SctpNet.java;2
jdk;f0b476a981e212966b27dab6df31415da39a6be9;b18626ae7aea26672e751111b914bf596b06ef6f;01ec1f2fec1;dfc5c795c7f;src/java.desktop/share/classes/java/awt/Window.java;4
jdk;4af2b012c38cd75cc65f2de7fba41fa62ca1158e;05322fdd98f014b024485f08dd6b24d105280a25;cfe9df2ae20;bcff4990ad9;test/jdk/sun/java2d/marlin/ClipShapeTest.java;4
jdk;8cecc798a3c36788cdb2a46aea5d5b0ae861dc17;63bc445628cc36fe22286a0e4a55ac67d64d2ca0;c322806a5fe;26c0fbda93e;src/java.base/unix/classes/sun/net/PortConfig.java;2
jdk;95db6924f2a549aff26d3555d63f3f275146d767;e146d6cdce88a21ecf66230f06ea007805051d3e;89a94568010;1da79cddad3;test/jdk/javax/net/ssl/TLSCommon/SSLEngineTestCase.java;8
jdk;72b7487789f59bdb363cabd7b770baaef3872f81;2f100464ea4a3eb5931c453bc0145b50c13e1577;468c1c19bb1;d006828c415;test/lib/sun/hotspot/gc/GC.java;2
