project; merge commit ;ancestorSHA; left; right; hasInitializationBlock;  qtd_static
fastjson;0b269eb6b2414520ee90109bba873560afe5281b;6e956d2c455efc7fa6c6f7c9a2fa5561b7a29463;aab3a1bb1;f10d080d4;src/main/java/com/alibaba/fastjson/parser/ParserConfig.java;4
fastjson;3b370ac07cef990eb0a10eeeb6388b2b91feada8;14a95cc5b07e76ab8c0c72192c1e739cb157c7fc;78a98bf3a;65fb33c1e;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;8a929a42c5365ecf634b31d014b78d25b43bc3f8;14a95cc5b07e76ab8c0c72192c1e739cb157c7fc;1286becf8;3dfc699a9;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;ca1b90d0d08fb8fce34f1aa058855862792518b0;e4308b7a108cfddfd9dc815373ba15f87f81bfbd;6f0e65216;f96732be3;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;88ba92f4e7c34447a70c6cdf378748ec005ede94;b584203cf4d3969245ffc540fc6c51fc5e3b264e;3f28f52eb;10a41a297;src/main/java/com/alibaba/fastjson/parser/ParserConfig.java;4
fastjson;f3078d61023e3f9d088feb42c0bece5beb0ca1f8;e4308b7a108cfddfd9dc815373ba15f87f81bfbd;4b8ed6f60;b04b950a4;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;89f42e2c768fe308eb3eb41aac567192da555937;250f6323f3b3b13980455912b112952d2c3293f2;07f1dd275;789f983b3;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;cc7dfab3dde888b81577fb18c0eb223761b5e31f;c619a784bc575f7ebfc5aa7462902bea779db2e1;67dc1cd68;f47d41b22;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;f47d41b229e54ed1073325bbf57b08ed802949bd;7f41acca74fa517748b13667cc8da5d4b7b6e7b3;c619a784b;ec88477ae;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;ddbcc80972e780227f924b03135b23f4b7060fec;b3e04dfae80a029dffa93d7fc0c666a3fb17b9af;c75e12cd6;379f09de2;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;f6a05ec418f225a586f86592c3f14180d5cb3096;17d1c1a5c4cd2e1572aa5f8b356e18cf089118c5;5f5cd2db6;0f6dc33d5;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;ec83a6913c2eb2e46b581339e62cf829f6e12df7;e2cfb4f3461b965e18aa941321ff08ff127abcc8;4b966ad93;19d9c189e;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;119625103c86bb99e78773f21ae08232f79c0d2b;a72512de6ee55b0ddf108306f22e08e2496f68f6;dc114c6f8;fa4dcecfa;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;311487b4e91bf3cea42ebf688bd25570f4e5d37a;b45a39093b9be7440669ff3d96413cdad91b3e89;c6d545582;dc114c6f8;src/main/java/com/alibaba/fastjson/parser/ParserConfig.java;4
fastjson;bb31785396e80d0af7a4cb4c2aba7ea8db1e4c57;5bf67baf4723b12054f1eaac3bb97998610d98dc;46de8abd6;166eb4f5a;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;5c6d6fd471ea1fab59f0df2dd31e0b936806780d;b1b0a758d11df96939b2ba3caa3d07e11d0db74e;8e089482a;669204d2d;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;ec88477aec6c71a70e44eded5867f66665f8f8da;182859f232dc323d2d9f8b8c958b0c215084aa88;64a9d6832;7f41acca7;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;bfabcc836b4614e6a5adc07d79c35db38fe29835;71943b355ab3e4e337e383bd3df3ab492b1987ad;bdc0fe5d1;d5ec03ce4;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;9950f34bbd6074180a42257bda287fb5b70831c5;d1c0dff9a33d49e6e7b98a4063da01bbc9325a38;37d4f9234;9da408c1d;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;90aa7d254f821a3aad786bc690c98ebae9a1a156;dfdb59f20001f4c13f8b133328187e47493da9b2;1cd7ae743;d90461556;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;75a0024cfcbbd050276d3487b031378314b2ad41;ad34e873596479b3d30ddb1500de45877fca66e9;837b3e5df;9a98b74eb;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;966ff88dc9a6d7b51df39e2bf726061ba25e6485;fcc9c2ad45f54bbd18cc61792d9a4a75b8d0a77e;f726ef162;238a31262;src/main/java/com/alibaba/fastjson/parser/ParserConfig.java;4
fastjson;c283db33145d3c5314a8d89a40caa304234bf07e;db1756a02c79b68e34543dfb5daaa81b5e4aaad6;52b818221;978523f5a;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;d718a3400254ea4b542ac31ef976d0c9afc7e7a9;540c487da5b5278e03c87ffe61366db2986126bc;a6bb7b8fe;2b4aac3f0;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;0eb86e826f27f5c7dea3f2eb4086e4febef1885e;55e2eb6b4c299688e717290f73ad85903e7efe54;64663259e;fe64dfb2a;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;2ef6ce007f3e591165297601aa4aebf99109209e;83b09ee60c880b7c798e6e1290c18f95243c4dad;55e2eb6b4;7742a5326;src/main/java/com/alibaba/fastjson/JSON.java;5
fastjson;64663259eb124c503d911c849e8daf925233fe93;ce45ac0fdd18ccd948328afb61ad8ee539b17c1b;c2829d3ac;55e2eb6b4;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;c2829d3ac576b3330e71b5b1aa23bd5ad40ff21f;83b09ee60c880b7c798e6e1290c18f95243c4dad;7742a5326;ce45ac0fd;src/main/java/com/alibaba/fastjson/JSON.java;5
fastjson;ff7f397daa7240c5e8a9b80f9af40d8c15c7de67;8a8c1b99b5e251c3aa8945f7ab16f8652a2efe47;2e01fe03f;83b09ee60;src/main/java/com/alibaba/fastjson/JSON.java;6
fastjson;b93e4ab1a907e878c5f744d0fc31a42b762ede7b;431db81880a5ab6066c877a21fac2c043b056ac7;811a6c3fd;7b06687e3;src/main/java/com/alibaba/fastjson/util/IOUtils.java;10
fastjson;4d554b82981382abd30f0e097ce0e326b85d5ef0;71113217c4d9cab39a1dfa971790d01c215daf63;4023b4c0f;2d4ae04f1;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;f2f138a4d3cdf3c53d7522a85c54d5ec319f5e83;5596ed02e5126324cf129a5a3678190d8f4fed74;37800d8d9;71113217c;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;0c5b60ef40e46d82b4d73b25cefb0c0c8a430c57;1f98b0ea33fa9e060f80be84371002caf47e859d;70bfac062;e00221134;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;cc4c0d50d983472df65be3b3911cf3cc76d04e5a;8d8e45466768db68a0e43d6cae6d76ad2ac1352b;c969fe609;4ad7f726b;src/main/java/com/alibaba/fastjson/parser/JSONLexerBase.java;4
fastjson;e14212324a781fdd5b3ea8d80292d65060325da1;b1f1e3cc0a047bbcfbf02507f06a133f38601000;27025e3a6;c4ee77463;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;db26e8ef5b2617d9cc17263d3922ac130b520b2b;354543ec35cda1a67839ac0a03792e69682435be;57fdf770a;dc327b5ed;src/main/java/com/alibaba/fastjson/parser/JSONLexerBase.java;5
fastjson;7a56c582f6de20a7a775d48f1aa0d874f2c0206c;e653f7170279b54c4c43a0d7793f6a30e7c7dc27;fc540d4ca;5fe2ac72c;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;80d2998f231786af5b0892d19987a0978ffb3809;e2a127b8174346011c37086fb22588f2ed732e19;a3cb4dbd0;477567fc7;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;5753153896c14ef217f9c19b759ac616a1a77efd;ccd567ca5858df450a7df3b37aa84f52be35654a;47956a058;f1fdd48ab;src/main/java/com/alibaba/fastjson/parser/JSONLexerBase.java;4
fastjson;9b698a8cb010a330f3ff6506db0f2efb8abc65ad;e2a127b8174346011c37086fb22588f2ed732e19;17acd00d9;02f28990e;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;17acd00d9fec0de92fba80a65d4942abefbbae9f;e2a127b8174346011c37086fb22588f2ed732e19;4da1cd023;5156bb6a3;src/main/java/com/alibaba/fastjson/util/TypeUtils.java;4
fastjson;dd643b87daf56f5aa4ad3ca28c6d6d62400bc6e1;a2d0ecddf387be70be00dd7225eccd5229cf5113;f9161b53b;64e1f9fbe;src/main/java/com/alibaba/fastjson/JSON.java;4
fastjson;91719cae33109bc1b7c1f279d6f65fe766099afb;98c7df529826bcded4734c17fe2771d70ac42731;ba3653150;fc70a550a;src/main/java/com/alibaba/fastjson/parser/JSONScanner.java;4
