project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
lawnchair,2ef7e3998372ea8ea6ebb539bc4b8ec2486b5573,AbstractLauncherUiTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,fcc7dd7e5775d44936dd0363a4f34a503929002d,AbstractLauncherUiTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,fcc7dd7e5775d44936dd0363a4f34a503929002d,OnboardingPrefs,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,e69488009e7923415cd9d6a6e29531bb46529b89,AbstractLauncherUiTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,92623be9dfab7a46d8d6aacb33d4205e267edab7,AbstractLauncherUiTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,92623be9dfab7a46d8d6aacb33d4205e267edab7,OnboardingPrefs,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,bb715826582466e416242f776803fae2a0ee266f,AbstractLauncherUiTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,297e409c17f3f463edfff7478b823d571db2a4c2,OnboardingPrefs,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,67e1e36c8d6cc190a245bcd5855a3a8312f332c3,OnboardingPrefs,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,a4c070ddbcaf473365ca7029b84491825ced4296,LauncherModel,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,a95d53aeb75ea93d94cb89df57c18507dd0b64e2,LauncherModel,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,666a8246f42a3408e01a10898cafed5f23b2af7c,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,38f66a2b5aa3b12357345689afeed812d036eba3,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,0245690671e204005c36685697fee6e612e5aa0c,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,3c714cc8e126c9551ffed787260fd2ea5d1f248f,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,dab05cbb3a9d5105ba16a9a8888d3399ddc51295,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,8fd534bcc3e033eb5929be99abff69ed9a48b8fd,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,87744a44a61acdedec3ba7766386887fc80490b6,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,3030a6e3aff1ddde09305479d831f571dca1a35e,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,d243e5b4e8908c5226533d64782f024fc98e8333,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,52a66ff4254c27c2e37f50a1a947861e140ffbbc,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,47db4a9c01d2f7b467d9d79a81c1bff9b10d4765,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,f4d25e65f4b8afcab0674301b37d6af192d2d90f,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,b64541af7bd6461c52eb116774ce4b778feb042e,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,d2dde2bfaa927f9004631c95b91265c0538cf335,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,20f76948ef415c7c44ebf98d9dad902eb8d858e0,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,fd0240b16833bf1812519b36a0dedba63dc3110c,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
lawnchair,0bc04a984147869bf27ed4047c0951a061fcbd42,ExtractedColors,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
