project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
hbase,156a8b2bad2577ace5d0958acc79f56b2bc23e0c,ClassSize,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
hbase,493f36c899bc990de0400fbf777a2bf29c5c60e3,ProtobufUtil,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
hbase,09a00efc0b37d6a43f684ee30f8b266d27c58c1c,ProtobufUtil,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
hbase,0e20bbf6a3f1b8390c040230cc8b28e777c1d1f2,ProtobufUtil,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
hbase,fe335b683c79e87278962f7ce911a792d7775581,HColumnDescriptor,1,1,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
hbase,1d2180687a0bb4bf9f1c6200487485117dbca76d,HBaseProtos,2,2,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
