project;timeStamp
spring-boot;0,475
spring-boot;0,495
spring-boot;0,488
spring-boot;0,524
spring-boot;0,515
spring-boot;0,533
spring-boot;0,526
spring-boot;0,528
spring-boot;0,493
spring-boot;0,498
spring-boot;0,469
spring-boot;0,469
spring-boot;0,459
spring-boot;1,924
spring-boot;1,892
spring-boot;1,954
spring-boot;1,921
spring-boot;2,021
spring-boot;1,833
spring-boot;1,597
spring-boot;1,699
spring-boot;1,67
spring-boot;1,668
spring-boot;1,595
spring-boot;1,73
spring-boot;1,683
spring-boot;1,53
spring-boot;1,465
spring-boot;1,579
spring-boot;1,521
spring-boot;1,647
spring-boot;1,481
spring-boot;1,468
spring-boot;1,597
spring-boot;1,618
spring-boot;1,574
spring-boot;1,43
spring-boot;1,399
spring-boot;0,578
spring-boot;0,602
spring-boot;0,66
spring-boot;0,633
spring-boot;0,606
spring-boot;0,568
spring-boot;0,525
spring-boot;0,518
spring-boot;0,529
spring-boot;0,507
spring-boot;0,536
spring-boot;0,52
spring-boot;0,501
spring-boot;0,52
spring-boot;0,581
spring-boot;0,48
spring-boot;0,449
spring-boot;0,43
spring-boot;0,438
spring-boot;0,45
spring-boot;0,47
spring-boot;0,5
spring-boot;0,502
spring-boot;0,467
spring-boot;0,483
spring-boot;1,543
spring-boot;1,578
spring-boot;1,566
spring-boot;1,605
spring-boot;1,607
spring-boot;1,548
spring-boot;1,567
spring-boot;1,507
spring-boot;1,462
spring-boot;1,387
spring-boot;1,383
spring-boot;1,372
spring-boot;1,447
spring-boot;1,5
spring-boot;1,396
spring-boot;1,457
spring-boot;1,545
spring-boot;1,561
spring-boot;1,533
spring-boot;1,434
spring-boot;1,407
spring-boot;1,397
spring-boot;1,575
spring-boot;1,515
spring-boot;1,463
spring-boot;1,491
spring-boot;1,536
spring-boot;1,502
spring-boot;1,474
spring-boot;1,514
spring-boot;1,423
spring-boot;1,443
spring-boot;1,655
spring-boot;1,436
spring-boot;1,561
spring-boot;1,582
spring-boot;1,539
spring-boot;1,558
spring-boot;1,468
spring-boot;1,426
spring-boot;1,53
spring-boot;1,461
spring-boot;1,555
spring-boot;1,452
spring-boot;1,42
spring-boot;0,673
spring-boot;0,658
spring-boot;0,711
spring-boot;0,652
spring-boot;0,653
spring-boot;1,755
spring-boot;1,589
spring-boot;1,563
spring-boot;1,622
spring-boot;1,725
spring-boot;2,197
spring-boot;2,296
spring-boot;2,188
spring-boot;2,192
spring-boot;2,269
spring-boot;1,902
spring-boot;1,916
spring-boot;1,904
spring-boot;1,914
spring-boot;1,875
spring-boot;0,501
spring-boot;0,473
spring-boot;0,464
spring-boot;0,448
spring-boot;0,458
spring-boot;0,484
spring-boot;0,479
spring-boot;0,472
spring-boot;0,487
spring-boot;0,487
spring-boot;0,672
spring-boot;0,705
spring-boot;0,68
spring-boot;0,681
spring-boot;0,699
spring-boot;1,806
spring-boot;1,626
spring-boot;1,665
spring-boot;1,655
spring-boot;1,689
spring-boot;2,519
spring-boot;2,315
spring-boot;2,209
spring-boot;2,179
spring-boot;2,198
spring-boot;1,948
spring-boot;1,939
spring-boot;2,016
spring-boot;1,914
spring-boot;2,027
spring-boot;0,512
spring-boot;0,486
spring-boot;0,468
spring-boot;0,462
spring-boot;0,477
spring-boot;0,473
spring-boot;0,491
spring-boot;0,48
spring-boot;0,481
spring-boot;0,489
spring-boot;2,111
spring-boot;2,047
spring-boot;1,925
spring-boot;1,823
spring-boot;1,821
spring-boot;1,839
spring-boot;1,962
spring-boot;2,151
spring-boot;1,911
spring-boot;1,938
spring-boot;0,667
spring-boot;0,651
spring-boot;0,663
spring-boot;0,743
