project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
DSpace,c65314db9d4f1df5539b4785a5b234ee3ab8a2a5,OrderFormatAuthor,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,c65314db9d4f1df5539b4785a5b234ee3ab8a2a5,OrderFormatText,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,c65314db9d4f1df5539b4785a5b234ee3ab8a2a5,QDCCrosswalk,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,30b8dff95e87c6abbc0165f1af666bc91358cf32,OrderFormatTitle,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,30b8dff95e87c6abbc0165f1af666bc91358cf32,OrderFormatTitleMarc21,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,ac29b3ec50a0314ea19b48ae8d658ebbe1c2e71f,ImageMagickThumbnailFilter,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,ac29b3ec50a0314ea19b48ae8d658ebbe1c2e71f,EZIDIdentifierProviderTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,ac29b3ec50a0314ea19b48ae8d658ebbe1c2e71f,GoogleMetadata,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,ac29b3ec50a0314ea19b48ae8d658ebbe1c2e71f,SortOption,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,ac29b3ec50a0314ea19b48ae8d658ebbe1c2e71f,QDCCrosswalk,4,4,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,ac29b3ec50a0314ea19b48ae8d658ebbe1c2e71f,MODSDisseminationCrosswalk,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,ac29b3ec50a0314ea19b48ae8d658ebbe1c2e71f,METSManifest,2,2,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,d3d141b6a5c7a78e63a3027907b28c52b58ef311,CreativeCommons,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,9e844c457c23c1d4e26e289ea6434b00759ad3ba,MARC21InitialArticleWord,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,9e844c457c23c1d4e26e289ea6434b00759ad3ba,CreativeCommons,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,9e844c457c23c1d4e26e289ea6434b00759ad3ba,DSIndexer,14,14,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
DSpace,9e844c457c23c1d4e26e289ea6434b00759ad3ba,X509Authentication,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
