project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RemoteReplicationException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,DeadServer,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RFileMetricsTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RestartIT,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,BulkImportStatus,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,DeleteRowsIT,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,NativeMap,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,ActiveScan,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,GarbageCollectWriteAheadLogsTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,ServerConstants,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,KeyValues,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RestartStressIT,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,Annotation,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,IteratorConfig,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,ReplicationCoordinatorException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,AccumuloClassLoader,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,Compacting,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,ActionStats,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RecoveryStatus,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RemoteSpan,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,BaseHostRegexTableLoadBalancerTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,HardListIterator,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TSamplerConfiguration,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RFileScanner,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,GcCycleStats,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TableInfo,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,AccumuloReloadingVFSClassLoader,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TabletSplit,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TabletServer,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,IndexedDocIteratorTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,DefaultConfiguration,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,ActiveCompaction,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,RecoveryException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,NoSuchScanIDException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TooManyFilesException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,NotServingTabletException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TSampleNotPresentException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TIteratorSetting,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TabletServerStatus,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TabletStats,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,TInfo,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,GCStatus,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,ConstraintViolationException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,MasterMonitorInfo,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,Property,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,WalEdits,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,80dde6105da995af5e9b4368d21194ceda9a66b2,DeleteRowsIT,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,5a6481f7c15253bfc19a0ded5a96cb02ce9edb7e,BaseHostRegexTableLoadBalancerTest,1,1,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,bffc9a3ed05f0314bc3d148bf32d85238db28db0,ServerConstants,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,bffc9a3ed05f0314bc3d148bf32d85238db28db0,BaseHostRegexTableLoadBalancerTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,AccumuloException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,KeyValueAndPeek,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,RemoteReplicationException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,DeadServer,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,NamespaceNotEmptyException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,NoMoreEntriesException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,Condition,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,Column,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,BulkImportStatus,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,UnknownWriter,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,BatchScanOptions,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,Range,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,ActiveScan,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,KeyValues,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,Annotation,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
accumulo,d4eb55daf5407679f485b9abef207fd2c76e7d73,IteratorConfig,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
