project;timeStamp
spring-boot;0,499
spring-boot;0,502
spring-boot;0,49
spring-boot;0,504
spring-boot;0,615
spring-boot;0,625
spring-boot;0,644
spring-boot;0,597
spring-boot;0,632
spring-boot;0,525
spring-boot;0,503
spring-boot;0,507
spring-boot;0,504
spring-boot;0,498
spring-boot;0,451
spring-boot;0,473
spring-boot;0,48
spring-boot;0,475
spring-boot;0,462
spring-boot;0,459
spring-boot;0,467
spring-boot;0,479
spring-boot;0,474
spring-boot;0,456
spring-boot;0,504
spring-boot;0,528
spring-boot;0,538
spring-boot;0,516
spring-boot;0,51
spring-boot;0,546
spring-boot;0,549
spring-boot;0,536
spring-boot;0,534
spring-boot;0,552
spring-boot;0,544
spring-boot;0,543
spring-boot;0,567
spring-boot;0,534
spring-boot;0,534
spring-boot;0,458
spring-boot;0,44
spring-boot;0,455
spring-boot;0,442
spring-boot;0,443
spring-boot;0,476
spring-boot;0,473
spring-boot;0,495
spring-boot;0,468
spring-boot;0,484
spring-boot;0,477
spring-boot;0,493
spring-boot;0,501
spring-boot;0,467
spring-boot;0,482
spring-boot;0,453
spring-boot;0,456
spring-boot;0,454
spring-boot;0,448
spring-boot;0,465
spring-boot;0,467
spring-boot;0,481
spring-boot;0,493
spring-boot;0,48
spring-boot;0,497
spring-boot;0,45
spring-boot;0,456
spring-boot;0,45
spring-boot;0,454
spring-boot;0,453
spring-boot;0,47
spring-boot;0,48
spring-boot;0,48
spring-boot;0,478
spring-boot;0,48
spring-boot;0,462
spring-boot;0,461
spring-boot;0,466
spring-boot;0,457
spring-boot;0,461
spring-boot;0,524
spring-boot;0,511
spring-boot;0,526
spring-boot;0,549
spring-boot;0,512
spring-boot;0,504
spring-boot;0,508
spring-boot;0,519
spring-boot;0,501
spring-boot;0,504
spring-boot;2,245
spring-boot;2,205
spring-boot;2,27
spring-boot;2,237
spring-boot;2,231
spring-boot;0,598
spring-boot;0,595
spring-boot;0,585
spring-boot;0,586
spring-boot;0,592
spring-boot;2,476
spring-boot;2,505
spring-boot;2,529
spring-boot;2,424
spring-boot;2,608
spring-boot;0,684
spring-boot;0,669
spring-boot;0,782
spring-boot;0,657
spring-boot;0,665
spring-boot;0,639
spring-boot;0,639
spring-boot;0,637
spring-boot;0,623
spring-boot;0,611
spring-boot;0,654
spring-boot;0,647
spring-boot;0,626
spring-boot;0,644
spring-boot;0,622
spring-boot;0,587
spring-boot;0,628
spring-boot;0,603
spring-boot;0,582
spring-boot;0,609
spring-boot;0,659
spring-boot;0,608
spring-boot;0,63
spring-boot;0,62
spring-boot;0,64
spring-boot;0,668
spring-boot;0,663
spring-boot;0,698
spring-boot;0,653
spring-boot;0,686
spring-boot;0,655
spring-boot;0,683
spring-boot;0,662
spring-boot;0,659
spring-boot;0,652
spring-boot;0,572
spring-boot;0,589
spring-boot;0,575
spring-boot;0,593
spring-boot;0,594
spring-boot;0,603
spring-boot;0,615
spring-boot;0,572
spring-boot;0,585
spring-boot;0,585
spring-boot;0,608
spring-boot;0,651
spring-boot;0,636
spring-boot;0,618
spring-boot;0,631
spring-boot;0,65
spring-boot;0,617
spring-boot;0,64
spring-boot;0,631
spring-boot;0,638
spring-boot;3,014
spring-boot;3,038
spring-boot;3,108
spring-boot;2,895
spring-boot;2,934
spring-boot;0,663
spring-boot;0,752
spring-boot;0,716
spring-boot;0,669
spring-boot;0,719
spring-boot;0,744
spring-boot;0,652
spring-boot;0,676
spring-boot;0,644
spring-boot;0,676
spring-boot;0,616
spring-boot;0,655
spring-boot;0,616
spring-boot;0,644
spring-boot;0,607
spring-boot;0,662
spring-boot;0,631
spring-boot;0,661
spring-boot;0,646
spring-boot;0,633
spring-boot;0,637
spring-boot;0,619
spring-boot;0,597
spring-boot;0,595
spring-boot;0,595
spring-boot;0,647
spring-boot;0,612
spring-boot;0,667
spring-boot;0,635
spring-boot;0,667
spring-boot;0,616
spring-boot;0,617
spring-boot;0,581
spring-boot;0,609
spring-boot;0,617
spring-boot;0,601
spring-boot;0,587
spring-boot;0,636
spring-boot;0,597
spring-boot;0,641
spring-boot;0,673
spring-boot;0,672
spring-boot;0,664
spring-boot;0,656
spring-boot;0,641
spring-boot;0,749
spring-boot;0,758
spring-boot;0,711
spring-boot;0,667
spring-boot;0,64
spring-boot;0,671
spring-boot;0,675
spring-boot;0,662
spring-boot;0,661
spring-boot;0,663
spring-boot;0,638
spring-boot;0,645
spring-boot;0,658
spring-boot;0,641
spring-boot;0,652
spring-boot;0,682
spring-boot;0,673
spring-boot;0,67
spring-boot;0,683
spring-boot;0,679
spring-boot;0,679
spring-boot;0,7
spring-boot;0,688
spring-boot;0,675
spring-boot;0,706
spring-boot;0,593
spring-boot;0,578
spring-boot;0,565
spring-boot;0,563
spring-boot;0,568
spring-boot;0,601
spring-boot;0,647
spring-boot;0,601
spring-boot;0,631
spring-boot;0,629
spring-boot;0,612
spring-boot;0,594
spring-boot;0,619
spring-boot;0,587
spring-boot;0,613
spring-boot;0,627
spring-boot;0,63
spring-boot;0,642
spring-boot;0,66
spring-boot;0,628
spring-boot;0,624
spring-boot;0,601
spring-boot;0,623
spring-boot;0,613
spring-boot;0,623
spring-boot;0,639
spring-boot;0,63
spring-boot;0,596
spring-boot;0,627
spring-boot;0,617
spring-boot;0,654
spring-boot;0,602
spring-boot;0,642
spring-boot;0,623
spring-boot;0,641
spring-boot;0,664
spring-boot;0,679
spring-boot;0,683
spring-boot;0,694
spring-boot;0,699
spring-boot;2,45
spring-boot;2,249
spring-boot;2,266
spring-boot;2,47
spring-boot;2,259
spring-boot;2,373
spring-boot;2,371
spring-boot;2,228
spring-boot;2,308
spring-boot;2,394
spring-boot;0,633
spring-boot;0,63
spring-boot;0,662
spring-boot;0,618
spring-boot;0,636
spring-boot;1,656
spring-boot;1,709
spring-boot;1,71
spring-boot;1,737
spring-boot;1,788
spring-boot;2,046
spring-boot;1,949
spring-boot;1,943
spring-boot;1,956
spring-boot;1,933
spring-boot;2,014
spring-boot;1,991
spring-boot;2,171
spring-boot;1,975
spring-boot;2,019
spring-boot;2,084
spring-boot;2,072
spring-boot;2,062
spring-boot;2,2
spring-boot;2,14
spring-boot;1,74
spring-boot;1,771
spring-boot;1,712
spring-boot;1,802
spring-boot;1,747
spring-boot;1,787
spring-boot;1,745
spring-boot;1,772
spring-boot;1,826
spring-boot;1,732
spring-boot;1,724
spring-boot;1,776
spring-boot;1,818
spring-boot;1,739
spring-boot;1,819
spring-boot;2,396
spring-boot;2,359
spring-boot;2,328
spring-boot;2,287
spring-boot;2,406
spring-boot;2,384
spring-boot;2,417
spring-boot;2,396
spring-boot;2,424
spring-boot;2,457
spring-boot;3,605
spring-boot;3,684
spring-boot;3,806
spring-boot;3,818
spring-boot;3,755
spring-boot;1,749
spring-boot;1,731
spring-boot;1,772
spring-boot;1,762
spring-boot;1,697
spring-boot;1,833
spring-boot;1,846
spring-boot;1,855
spring-boot;1,755
spring-boot;1,848
spring-boot;1,474
spring-boot;1,446
spring-boot;1,498
spring-boot;1,522
spring-boot;1,483
spring-boot;1,682
spring-boot;1,628
spring-boot;1,675
spring-boot;1,791
spring-boot;1,788
spring-boot;1,737
spring-boot;1,741
spring-boot;1,652
spring-boot;1,755
spring-boot;1,718
spring-boot;0,56
spring-boot;0,556
spring-boot;0,574
spring-boot;0,571
spring-boot;0,565
spring-boot;2,402
spring-boot;2,476
spring-boot;2,459
spring-boot;2,529
spring-boot;2,485
spring-boot;0,672
spring-boot;0,666
spring-boot;0,658
spring-boot;0,646
spring-boot;0,693
spring-boot;1,768
spring-boot;1,936
spring-boot;1,883
spring-boot;1,86
spring-boot;1,697
spring-boot;0,678
spring-boot;0,646
spring-boot;0,64
spring-boot;0,66
spring-boot;0,696
spring-boot;0,617
spring-boot;0,595
spring-boot;0,613
spring-boot;0,61
spring-boot;0,608
spring-boot;0,601
spring-boot;0,595
spring-boot;0,562
spring-boot;0,575
spring-boot;0,573
spring-boot;2,324
spring-boot;2,455
spring-boot;2,413
spring-boot;2,425
spring-boot;2,421
spring-boot;2,201
spring-boot;2,216
spring-boot;2,194
spring-boot;2,188
spring-boot;2,255
spring-boot;2,174
spring-boot;2,194
spring-boot;2,22
spring-boot;2,258
spring-boot;2,334
spring-boot;2,115
spring-boot;2,181
spring-boot;2,159
spring-boot;2,198
spring-boot;2,312
spring-boot;2,577
spring-boot;2,363
spring-boot;2,35
spring-boot;2,325
spring-boot;2,443
spring-boot;2,292
spring-boot;2,288
spring-boot;2,366
spring-boot;2,596
