project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
ExoPlayer,d0db1114c6ae6ebf26f4f91bd1567d71c102ea75,WebvttCueParser,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,494fc40810772977ee49457d9656da4fa1b5eda2,WebvttCueParser,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,f5dee4d30c929d0c984abded5df2352ce91ebf71,RtspMediaSource,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,a79b61f86bc9333e016996041e5a5a2067c89b23,DemoUtil,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,8fa90b4cdefd5264f7432eb394312117c029e642,WebvttCueParser,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,7e8abc439cbd31928c22a105be6b031d18b47ebb,WebvttCueParser,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,cfb429d131a5732355742553b36cb9e91f59c30e,SampleQueueTest,13,13,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,4a4aa16d41942c91ac9b02972a059202bb150fdd,MediaCodecUtil,4,4,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,4a4aa16d41942c91ac9b02972a059202bb150fdd,CastPlayer,2,2,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,3609a7ebba509957d385b5b78bfce9e3c1a8572b,DownloadHelper,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,5dade716090113644be46dcf3baff41c2656e45e,WebvttSubtitleTest,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,5dade716090113644be46dcf3baff41c2656e45e,ExtractorAsserts,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
ExoPlayer,0425ff6d417563f1e08e197919651eccbc6d6f61,HttpMediaDrmCallback,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
