project,merge commit,file,number of InsertionLevelInitializationBlockHandler conflicts,number of SimpleInitializationBlockHandler conflicts,number of GitMergeFile conflicts,number of Actual conflicts,number of InsertionLevelInitializationBlockHandler for initialization block conflicts,number of SimpleInitializationBlockHandler for initialization block conflicts,number of GitMergeFile for initialization block conflicts,number of Actual for initialization block conflicts,InsertionLevelInitializationBlockHandler output = SimpleInitializationBlockHandler output,InsertionLevelInitializationBlockHandler output = GitMergeFile output,InsertionLevelInitializationBlockHandler output = Actual output,SimpleInitializationBlockHandler output = GitMergeFile output,SimpleInitializationBlockHandler output = Actual output,GitMergeFile output = Actual output,InsertionLevelInitializationBlockHandler conflicts = SimpleInitializationBlockHandler conflicts,InsertionLevelInitializationBlockHandler conflicts = GitMergeFile conflicts,InsertionLevelInitializationBlockHandler conflicts = Actual conflicts,SimpleInitializationBlockHandler conflicts = GitMergeFile conflicts,SimpleInitializationBlockHandler conflicts = Actual conflicts,GitMergeFile conflicts = Actual conflicts
spring-boot,3f9f279dc0b32f413f243fb941116beff4887dcb,TldPatterns,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,bd39247a304eb99b278c02087c08a7f82a879101,TldPatterns,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,BackgroundPreinitializer,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,HttpMessageConverters,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,WebFluxTypeExcludeFilter,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,MetricsRun,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,MimeMappings,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,WebMvcTypeExcludeFilter,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,EndpointAutoConfigurationClasses,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,Sanitizer,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,AbstractPackagerTests,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,InvalidConfigDataPropertyException,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,TypeUtils,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,WebTestClientContextCustomizerFactory,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,JarFileEntries,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,LoggingApplicationListener,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,TldPatterns,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,MetadataGenerationEnvironment,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,CacheConfigurations,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,DevToolsPropertyDefaultsPostProcessor,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,DevToolsEnablementDeducer,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,ApplicationPidFileWriter,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8f2320d1ac5626dc4f8cf34c523d9bb201e9aeab,ClientHttpRequestFactorySupplier,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,c4de86c244acdcff69ed0aecacd254399be79ce2,AbstractPackagerTests,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,c4de86c244acdcff69ed0aecacd254399be79ce2,TypeUtils,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,c4de86c244acdcff69ed0aecacd254399be79ce2,LoggingApplicationListener,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,040ab4da5bcdaf397e2407897900d67337dcd5d2,LoggingApplicationListener,6,6,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,48c948973d61f462c3d46dd5b042d91c75dfa532,LoggingApplicationListener,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,b2a4ae38e8232c93b39c80f476bef9e503dc4aa0,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,2088381d4ba6d27b0bb2236689ec30d701c4fc97,CacheConfigurations,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,39b6f2bd7de5c1cb234e1b1283a30703da5afa75,TldPatterns,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,5736f5401bac042a0cf6cc447079e393357557b2,DevToolsPropertyDefaultsPostProcessor,1,1,0,0,1,1,0,0,false,false,false,false,false,true,false,false,false,false,false,true
spring-boot,c0a72bf5ea2c62109c9ab080302ba4256bae650e,DevToolsPropertyDefaultsPostProcessor,1,1,0,0,1,1,0,0,false,false,false,false,false,true,false,false,false,false,false,true
spring-boot,382c6972ecc2933d82841815e64624df9dd0ca52,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,b0e4cabdd82d198c354f9df2f926283b77beb218,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,d6ebce4ccf01cad6546b0b0ecf0e29c0c503edca,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,8ee0640cc0b7cb36b2f55d44cf26c600d1c75bb2,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,f0677a119c54113f87f2d3bca7d5a4e34356234c,DevToolsPropertyDefaultsPostProcessor,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,10362a93153b460e0d60b121dd10198db5fcb162,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,4606e17696718d42f8e08b94ceccdd866758a9b1,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,2d7e0314f334fab19f3d8aee3baf3b5bbb47f769,GradleCompatibilityExtension,1,1,0,0,1,1,0,0,true,false,false,false,false,true,true,false,false,false,false,true
spring-boot,673b6322e568e7525398474493eb3c6aa1df9533,CliTesterSpringApplication,0,0,0,0,0,0,0,0,true,false,false,false,false,true,true,false,false,false,false,true
