project; merge commit ;ancestorSHA; left; right; pathFilesWithIniTBlock;  qtd_static
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dao/PageDaoImpl.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetDaoImpl.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;common/src/main/java/org/broadleafcommerce/common/presentation/RuleIdentifier.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;common/src/main/java/org/broadleafcommerce/common/web/controller/FrameworkMvcUriComponentsBuilder.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDaoImpl.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;common/src/main/java/org/broadleafcommerce/common/rule/MvelHelper.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;core/broadleaf-framework-web/src/main/java/org/broadleafcommerce/core/web/order/SessionOrderLockManager.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;common/src/main/java/org/broadleafcommerce/common/extensibility/context/merge/MergeManager.java;1
BroadleafCommerce;6e41116e816ffe5b940f6df83fbbf5a28e8c88bb;7aa99231e33d2cad425553c3c1de5a674270c4e1;8b27dae728;d49f8507d0;common/src/main/java/org/broadleafcommerce/common/security/util/ServerCookie.java;1
BroadleafCommerce;fcf09b587295270cf5d6ee1b4c25b857361188e2;f40b9b4e9d4d9c82000944599b1a359d6f8adba4;1ddd6a543f;ce5c927971;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetDaoImpl.java;1
BroadleafCommerce;fcf09b587295270cf5d6ee1b4c25b857361188e2;f40b9b4e9d4d9c82000944599b1a359d6f8adba4;1ddd6a543f;ce5c927971;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dao/PageDaoImpl.java;1
BroadleafCommerce;fcf09b587295270cf5d6ee1b4c25b857361188e2;f40b9b4e9d4d9c82000944599b1a359d6f8adba4;1ddd6a543f;ce5c927971;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDaoImpl.java;1
BroadleafCommerce;fcf09b587295270cf5d6ee1b4c25b857361188e2;f40b9b4e9d4d9c82000944599b1a359d6f8adba4;1ddd6a543f;ce5c927971;common/src/main/java/org/broadleafcommerce/common/config/RuntimeEnvironmentPropertiesConfigurer.java;1
BroadleafCommerce;7372a30b9f3190df28e61f8437f110c95d36b4fa;65989a8b6469e6f21626a6b7292822865b1618ba;006195dca9;c2e52cb993;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetDaoImpl.java;1
BroadleafCommerce;7372a30b9f3190df28e61f8437f110c95d36b4fa;65989a8b6469e6f21626a6b7292822865b1618ba;006195dca9;c2e52cb993;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dao/PageDaoImpl.java;1
BroadleafCommerce;7372a30b9f3190df28e61f8437f110c95d36b4fa;65989a8b6469e6f21626a6b7292822865b1618ba;006195dca9;c2e52cb993;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDaoImpl.java;1
BroadleafCommerce;7372a30b9f3190df28e61f8437f110c95d36b4fa;65989a8b6469e6f21626a6b7292822865b1618ba;006195dca9;c2e52cb993;common/src/main/java/org/broadleafcommerce/common/config/RuntimeEnvironmentPropertiesConfigurer.java;1
BroadleafCommerce;4834c0597afa7fde1b105fec5f4c080734e08969;ad2090143d6a2966856868a9a72998d7e0f0a632;cd7cff12a7;f6a0f14b8f;common/src/main/java/org/broadleafcommerce/common/rule/MvelHelper.java;1
BroadleafCommerce;2590d1a436f625328c12bbfbc041927704659cda;556ac57d12139326e76b29db4638956d93283fb1;0d7222a54c;4fc58dbf10;common/src/main/java/org/broadleafcommerce/common/rule/MvelHelper.java;1
BroadleafCommerce;4fc58dbf10b2f1ff06f955d7defcd18015971494;556ac57d12139326e76b29db4638956d93283fb1;fbb881292e;11c4e055fa;common/src/main/java/org/broadleafcommerce/common/rule/MvelHelper.java;1
BroadleafCommerce;badd9377a70d32a1aced4cc34a577e247b587a73;2db7d1e0de14281b4ceaaaa989957262f459ba06;b6736fc663;a96d4364e6;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetDaoImpl.java;1
BroadleafCommerce;7cba86412ba4291b55849d7bbec8d233169dc374;33e1c4cc66339886fdf057b69f6e079d7b46bbde;3f37648bec;ac01028210;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dao/PageDaoImpl.java;1
BroadleafCommerce;7cba86412ba4291b55849d7bbec8d233169dc374;33e1c4cc66339886fdf057b69f6e079d7b46bbde;3f37648bec;ac01028210;common/src/main/java/org/broadleafcommerce/common/web/BroadleafThymeleafStandardTemplateModeHandlers.java;1
BroadleafCommerce;7cba86412ba4291b55849d7bbec8d233169dc374;33e1c4cc66339886fdf057b69f6e079d7b46bbde;3f37648bec;ac01028210;integration/src/test/java/org/broadleafcommerce/common/workflow/WorkflowTest.java;1
BroadleafCommerce;ccb0f1e85ad3a0b5111a3a138ece59d74181a910;bbb45d5d6c417213d4b9db6e4b32fa07b6a5b442;190a0110c0;577ecfe9fe;common/src/main/java/org/broadleafcommerce/common/rule/MvelHelper.java;1
BroadleafCommerce;0f09d23a6bc08ac96b44fb77ba534fe0721e53c6;a297e840b3bc80175f66ed84f079c258063d652d;a0c8ba5c4f;9bfd13af7c;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetServiceImpl.java;1
BroadleafCommerce;9c80efcf551c1dc981d71a3e959c7370e9c5d89a;c78816b353de02602b5e390e899cdbfb59388419;b0bd0e8dc5;b07d0088d5;common/src/main/java/org/broadleafcommerce/common/extensibility/context/merge/MergeManager.java;1
BroadleafCommerce;6180c1c8e0d1eddd5d010a04ef4e9695eca39ea0;63314e56b91dc895eecc4beb4470d13695ac79f9;e5862f7cc5;27fc7dceae;core/broadleaf-framework-web/src/main/java/org/broadleafcommerce/core/web/order/SessionOrderLockManager.java;1
BroadleafCommerce;a4c4d6ab0ace2692387c96b2ae8e0d9f296482c9;efe6f10dd662d7e1e8c7fc508add8b40d031ff46;7aff728404;45174fcdac;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDaoImpl.java;1
BroadleafCommerce;483aecc4b87e2b264097395f21ce0073c2a71620;6c0d3d43f676708911eaf4326b3efc344b726f4b;efe6f10dd6;b97ab5ebbf;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDaoImpl.java;1
BroadleafCommerce;7599d47e921002d3214140bc74941dbc232d123b;6ea646db84e79e94f7d678c8acc42e12807a0de3;c9152c49e2;abdbcf687b;common/src/main/java/org/broadleafcommerce/common/config/RuntimeEnvironmentPropertiesConfigurer.java;1
BroadleafCommerce;8234d76b3529b7ec6e52516790c167bdab9f2256;d0e64544c718798f7fb98f7b9f45620f93ba05a1;5cc5e4b569;945c9a9b19;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetServiceImpl.java;1
BroadleafCommerce;6c6a3b985b5973fe671f818a2fd964a363da61b3;091b343ff470ac3947f4880f1e93d7bce7edad5f;d896e80b75;69210a32ed;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetServiceImpl.java;1
BroadleafCommerce;6e1d3b7baaa256f0bd7da1c25f8d8b66f418677a;2cc8156f888894b31b1020a6c9220c07d7ab9c3c;0e0f9247cc;12c6042495;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetServiceImpl.java;1
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/presenter/pages/PagesRuleBasedPresenterInitializer.java;1
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;common/src/main/java/org/broadleafcommerce/common/extensibility/context/merge/MergeManager.java;1
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/view/dynamic/RichTextToolbar.java;2
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/presenter/pages/PagesPresenterExtractor.java;1
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dao/PageDaoImpl.java;1
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/presenter/structure/StructuredContentPresenterExtractor.java;1
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDaoImpl.java;1
BroadleafCommerce;718b68adbe6f5a0a63a91a7f1ce7744874a81fd0;70f4eb34e9d0eaeb45fc1838ce119de56f378084;16a2be7dac;f5414826d3;admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/service/AppServices.java;1
