project; merge commit ;ancestorSHA; left; right; hasInitializationBlock;  qtd_static
flink;5b80a52784a0a26adbd0fdb3fb865d526a90c876;c0ac81c144307f7b5620f8254c0a5453c225abbc;3663b92cab1;74c5bd1ef08;pact/pact-common/src/main/java/eu/stratosphere/pact/common/io/FileInputFormat.java;2
flink;c3a601e780561b74be22f30deaccc03de71193bb;38daa8dccb153ed936ce0181f3ec378cddea5fa9;cda3f377b73;f0413e3266a;nephele/nephele-common/src/main/java/eu/stratosphere/nephele/fs/FileSystem.java;2
flink;8101970f51f3644374077bd061f9b46bbc6d340c;e52bb2b2d9fb79a036acf3afec8b13d148d0c243;153b575a7f3;bb1bb4f0e50;pact/pact-runtime/src/main/java/eu/stratosphere/pact/runtime/serialization/WritableSerializationFactory.java;2
