project; merge commit ;ancestorSHA; left; right; hasIniatializationBlock;  qtd_static
gradle;7c7f721987a095b16dff83612936097e3bb278b4;1201d39e50347ce860d23761e6ad36bb24d0b92b;9b5126926f3;c559d46ba8c;subprojects/launcher/src/main/java/org/gradle/launcher/daemon/configuration/DaemonBuildOptions.java;2
gradle;ad47e4be338bae723931af8c6927dea67017110a;483ec43626e8e67fcc3483a65b885fdfc9864b0e;4e3064ffb94;7355c62a42a;subprojects/core/src/main/java/org/gradle/initialization/StartParameterBuildOptions.java;2
gradle;c8a84a481265dafd88c75c94373d0ce63b8cb5b3;17bbca4a17c80d48025c6c74aac90b8bf7774809;087a1e079ee;26410ffc2fe;subprojects/core/src/main/java/org/gradle/initialization/StartParameterBuildOptions.java;2
gradle;35071203cb19154f3568d5eb6be0e0b949eaca3c;07c85008a0930ef74c9fd9d824eeddd5f3f0be03;ce3983c1ea8;4203ca3e6e9;subprojects/core/src/main/java/org/gradle/initialization/StartParameterBuildOptions.java;2
gradle;b37a7d8a2dffbf9cd6efadb9c1da74d09e0e1de8;0eb79a0f020d77f886a75c544736e6a47b2adcd2;1c882367e8f;296f27a819d;subprojects/core/src/main/java/org/gradle/initialization/StartParameterBuildOptions.java;2
gradle;d9315d6ec35297ce902d57eb7f7f11ebbc3a2809;1219fab566a2201f1c51a696f94966df89ae8251;b6e2b3ebd3b;230dde70762;subprojects/core/src/main/java/org/gradle/initialization/StartParameterBuildOptions.java;2
gradle;15e2cb4ee64781375eff871936cbe26bba109b50;7f27d3746e7ddd6b1f21a42896e35bee44702a55;4dadf845356;d3b967d3759;subprojects/resources-http/src/main/java/org/gradle/internal/resource/transport/http/HttpClientConfigurer.java;2
gradle;bbee5bcc301af5e45262d31bbbd32f67eadd4295;18415400d2cc6b01380d2636d3077bdd39ee12f8;bfccfc74997;86433586b40;subprojects/base-services/src/main/java/org/gradle/internal/classloader/ClassLoaderUtils.java;2
gradle;36658c0bcc3f59bcd357f1dac21dc5b3ecc7acc0;2a320d54e3c525450480b720999515d02598c353;95fa7876e35;18415400d2c;subprojects/base-services/src/main/java/org/gradle/internal/classloader/ClassLoaderUtils.java;2
gradle;a9bddf159f9931abbeb5e5a6c98f04bb2c577b1a;301c3a31abf737e874b141e9c030d2a19c0ddeae;6e9faa4b6cd;62dd551f2f3;subprojects/native/src/main/java/org/gradle/internal/nativeplatform/filesystem/FileSystemServices.java;2
