project; merge commit ;ancestorSHA; left; right; pathFilesWithIniTBlock;  qtd_static
lucene-solr;6b87cfb88c1ad428f3b6affb53aef1ed49949ab8;4d46caa05d01e6f7e2b3a3b432906eb45732bbfe;a8099d63679;7b8e72e5531;solr/core/src/java/org/apache/solr/core/CoreContainer.java;2
lucene-solr;6b87cfb88c1ad428f3b6affb53aef1ed49949ab8;4d46caa05d01e6f7e2b3a3b432906eb45732bbfe;a8099d63679;7b8e72e5531;solr/core/src/java/org/apache/solr/handler/SolrConfigHandler.java;2
lucene-solr;08d2c2d0df7d030a2f68e63e2660ee7f38d1a3cf;2cda4184c943206a01927eb7bcfa14df895cc413;fb5ba8c9de6;567706041d9;lucene/core/src/java/org/apache/lucene/util/RamUsageEstimator.java;2
lucene-solr;7b0c096b91f484f142ecd9084713e527c56f61c2;3c399bb696073bdb30f278309410a50effabd0e7;6a5279d2159;f7f6a37f337;lucene/core/src/java/org/apache/lucene/search/IndexSearcher.java;1
lucene-solr;ee50a3812c93a85ed7ab493ab153e2f5584c4677;a9cf5f6abe7c7eeaf78204252e575c1cc983fccb;7d96b04113b;3c399bb6960;lucene/core/src/java/org/apache/lucene/search/IndexSearcher.java;1
lucene-solr;f0e1864cebd2cd0df5daff3daf931fd4ef4f4a63;124b5e047df697bfd61f1d14f87a0ee5d24f68d8;78079fc5525;b5ef13330f1;solr/core/src/java/org/apache/solr/search/facet/FacetRange.java;1
lucene-solr;f0e1864cebd2cd0df5daff3daf931fd4ef4f4a63;124b5e047df697bfd61f1d14f87a0ee5d24f68d8;78079fc5525;b5ef13330f1;solr/solrj/src/test/org/apache/solr/client/solrj/SolrExampleTests.java;1
lucene-solr;f0e1864cebd2cd0df5daff3daf931fd4ef4f4a63;124b5e047df697bfd61f1d14f87a0ee5d24f68d8;78079fc5525;b5ef13330f1;solr/core/src/java/org/apache/solr/response/TextResponseWriter.java;1
lucene-solr;34c176da2971230ea1057ea5629bd6138bac0211;fb19528f6c4d12694b2af3b42516b048317eb423;99057368988;17f5a4e4765;solr/core/src/java/org/apache/solr/core/CoreContainer.java;1
lucene-solr;310bcd7cbe7cd1563fbd83c85a4c25df7d3eb02f;4e5597716a100c70ac0066fe70f5b096806d5679;942b6715b39;fd2b4f3f868;solr/core/src/java/org/apache/solr/core/CoreContainer.java;1
lucene-solr;310bcd7cbe7cd1563fbd83c85a4c25df7d3eb02f;4e5597716a100c70ac0066fe70f5b096806d5679;942b6715b39;fd2b4f3f868;solr/core/src/java/org/apache/solr/cloud/OverseerCollectionMessageHandler.java;1
