project; merge commit ;ancestorSHA; left; right; hasIniatializationBlock;  qtd_static
OpenTripPlanner;03e32e32c61c8f616e6366ac1e4b1aff69ef7031;efe8374473b611c2aac59e9e861f64991fb55737;7ab98bbffe;5adf05dc35;src/ext/java/org/opentripplanner/ext/vectortiles/VectorTilesResource.java;2
OpenTripPlanner;67c9024b0c1be15aea1c40153e713823484bcf8e;917ea7c853f36847a01ec9b078caace1795e6572;683afc5395;5798be8094;src/test/java/org/opentripplanner/gtfs/mapping/FrequencyMapperTest.java;4
OpenTripPlanner;dbb4ce69fcc7e97157adaa1db98b2aa33e2e184e;5942f6f6d52eb3f4f37ef6a96f080671d00b18f1;f920682118;fba6cd1d58;src/test/java/org/opentripplanner/routing/algorithm/raptor/transit/request/TestTransitCaseData.java;2
OpenTripPlanner;9cd28885f3514bc725578dc1e1c893dfec8bf0a4;f8f7a9ebe04183e99995010ebfdc33ad68cdcdff;10ffdf255a;69219a2ac8;src/main/java/org/opentripplanner/standalone/config/DefaultUpdaterDataSourceConfig.java;2
OpenTripPlanner;9cc9e3d83b14238e792e47a1878162af97586621;6096412cccce24bb0f47dad8a19d3e33d824261a;ebd83dc4bd;3c49fd9bd8;src/main/java/org/opentripplanner/analyst/broker/Broker.java;2
OpenTripPlanner;33e640981381b6e7c77cbc6aede12632fff03aee;69b35558bbd694a5181e1b31a37c676791d570ba;6370c18c4d;718252e937;src/main/java/org/opentripplanner/analyst/broker/Broker.java;2
OpenTripPlanner;c0a92be56db3cbe6e5d11816ee6cbe6783b02687;e4c8482576144dbc9ec09bfb2eb14a3d0278cc0e;e4a85e8450;664338c8e3;src/main/java/org/opentripplanner/util/LocalizedString.java;2
OpenTripPlanner;6ae8179bfc7eb78a1e7bee32056dca5451a440a2;38bf22a53dc74fc07d67384167401d3755ff8cbd;206c9224b6;4cda1db0ae;src/main/java/com/google/transit/realtime/GtfsRealtime.java;2
OpenTripPlanner;2056c249aa38a381e9876617bd73a89d61d0b8cf;f2f0271c130dcffe358bc8387a5a5f092d73503c;7e4a03fc45;f613eca542;opentripplanner-api-webapp/src/main/java/org/opentripplanner/api/model/error/PlannerError.java;2
OpenTripPlanner;c83a276d3ae49105c11d24fc71aed788daa328b0;cd3aa246dbf7e5f4fb7542787c96671ceb84949d;d9b123e53a;d618eca581;opentripplanner-api-thrift/src/main/java/org/opentripplanner/api/thrift/definition/FindNearestEdgesResponse.java;4
