project; merge commit ;ancestorSHA; left; right; pathFilesWithIniTBlock;  qtd_static
k-9;f68da8fe04b80ff9b31a7ae4b8e2be4dd656cf7a;20bf3b69f387591b61f9f85abdc2ca83d9539301;cbe0f30;d4df927;app/ui/src/main/java/com/fsck/k9/fragment/MessageListFragment.java;1
k-9;a9465231617952644ce79315c55f2d8097c2d6b2;c61d9925d2ceb1e0874d640fec5f46a70e2fbf2a;34ad4a4;3b63b4f;app/ui/src/main/java/com/fsck/k9/fragment/MessageListFragment.java;1
k-9;037b19d7ce0c7dd8231b593656e3e03e6297193e;278e7d339c22e3f89824007db56a48e82bdaf8c8;4160a1b;2f80530;app/ui/src/main/java/com/fsck/k9/fragment/MessageListFragment.java;1
k-9;5d52fb0bb797eb5709d2311b60fc9af9d232489c;da2012be1d03b82dfecab4924d40cb9374df4087;8623690;fca9eaf;k9mail/src/main/java/com/fsck/k9/mailstore/LockableDatabase.java;1
k-9;7bf9d7ec085f13c691d345ca1e9af3c8c449b708;a14cd9f0e0e17a2f1aaa078977092fd1194873be;bf881cd;1697be3;k9mail/src/main/java/com/fsck/k9/preferences/GlobalSettings.java;1
k-9;a59aea200f6ec1f3995575aadd2de92c0544c90c;4d61ca8f40d4829fd787fdaba7ca221796e93cf2;0d77e8e;dab9f39;k9mail/src/main/java/com/fsck/k9/fragment/MessageListFragment.java;1
k-9;d528864a25d3592c9b426194ce3a5f8395da4f60;272a4bc1cf75b3401f042b849c46b9c46c01a072;08beb21;83de921;src/com/fsck/k9/fragment/MessageListFragment.java;1
k-9;29f7552c3ab7e5598ed7ae5ada82dd687630bde6;74820a40dbda00bc65e31cd4b4098088c4ea9834;dd20ff5;b826d4e;k9mail/src/main/java/com/fsck/k9/fragment/MessageListFragment.java;1
k-9;9659bee8c5f44ebfa56416be44f4778c433ad0f6;9c3cab23545165a0c9162f41199b49444be50a43;ba1fc13;ebef8ec;k9mail/src/main/java/com/fsck/k9/provider/EmailProvider.java;2
k-9;aae71125c676b24aceb933ab4cac5661175b59b7;7752f42db699f28224d1545cdbacbc56ea1dd86d;9c3cab2;9df1a3e;k9mail/src/main/java/com/fsck/k9/fragment/MessageListFragment.java;1
k-9;4f8fc5bc5b6b33537c53ddf89b57ba865c716460;0ce7c911e5c39efecd2058112a4643d65664b5d9;7752f42;f89b054;tests/src/com/fsck/k9/mail/internet/MimeMessageParseTest.java;1
k-9;98b5d6390937a95fd2028f183823a772c2f79dac;4aad31e05a81c92ea4b96cccc211ef83e0cb660a;a725099;552e552;src/com/fsck/k9/mail/store/LockableDatabase.java;1
k-9;5f0f4e9c219a364c8669cc02fb0a2ae0410b39bc;0a507463c4eca5023eb6dd1e7d78f74390c35135;8ef45e8;f5cface;src/com/fsck/k9/preferences/AccountSettings.java;1
