project; merge commit ;ancestorSHA; left; right; hasInitializationBlock;  qtd_static
flowable-engine;d63e916fe350c9170e511b58a2d43e42eef64742;bce7814dfd444328c9d9623faf327000a511236a;333d9bf006;15fcd01084;modules/flowable-cmmn-converter/src/main/java/org/flowable/cmmn/converter/export/PlanItemDefinitionExport.java;2
flowable-engine;032ce669d079f9971fadd33dbf3bb6430f534801;535ee55dc8c945e26e5d620c66de22b6b9f46ead;b8e97ad9aa;f15c09cb43;modules/flowable-engine-common/src/main/java/org/flowable/common/engine/impl/FlowableVersions.java;2
flowable-engine;c00aaadfda023bf44d26e7d94466e94666c28bae;6b28d104879c1eb019ee2d2e4653384700775270;102b2d7a01;75f1cb353b;modules/flowable-engine/src/main/java/org/flowable/engine/impl/persistence/entity/TableDataManagerImpl.java;2
flowable-engine;65024cf3a6fcdd4bad786a51b8d5ea4d3458bb10;248de5aec346df61be4ccec603dfa58b5a97f6ae;beb9d95291;6b28d10487;modules/flowable-engine-common/src/main/java/org/flowable/common/engine/impl/FlowableVersions.java;2
flowable-engine;5b97539fe320d2875829768a608ceafd4aa9fe5c;32f44c3be6ccb0c59831eb4bc3a90c3d9a8fd58e;d2d47c157c;006698298b;modules/flowable-cmmn-converter/src/main/java/org/flowable/cmmn/converter/CmmnXmlConverter.java;2
flowable-engine;8a770cbbfde4311c91bb4e1a709d701e4fe647dc;d6f71c077e056304ec8714b800988dad179b6ce4;f3c6b7a15d;207fa23cfe;modules/flowable-cmmn-json-converter/src/main/java/org/flowable/cmmn/editor/json/converter/CmmnJsonConverter.java;4
flowable-engine;8bd1494ee3c4d683aa2ab32bbc79e4fe72b13476;815d0ee0224d0db5299fcd2f00a2d6bf3b3d0306;f5e68641fd;59415796fe;modules/flowable-cmmn-engine/src/main/java/org/flowable/cmmn/engine/impl/db/EntityDependencyOrder.java;2
flowable-engine;36408f0b853db1659aaa3791bbc5cb89dfc5cef2;166f990d2ef9da9b428db1b56c44f6a5fa021a90;fcd7e3a861;822947e8da;modules/flowable-cmmn-json-converter/src/main/java/org/flowable/cmmn/editor/json/converter/CmmnJsonConverter.java;4
flowable-engine;67139840028e94740e1d5817679bf6bbf19fb1ff;f190eb2f263d51c814be79d2710565d130ff02ab;148f4f249e;bfbfcf74a6;modules/flowable-dmn-engine/src/main/java/org/flowable/dmn/engine/impl/persistence/entity/TableDataManagerImpl.java;2
flowable-engine;eee63569707fdaeccb4f2c2b761c7379312c07ad;dcb7bbddad0358d7b0ad7b24c22365170d5d9ac8;f3daf114fa;1668d6084f;modules/flowable-dmn-xml-converter/src/main/java/org/flowable/dmn/xml/converter/DmnXMLConverter.java;2
flowable-engine;66364ce4321df5411c72f53269e4d9cc318cd140;6367b8cd126631b19398e45b3e620e8203aaa5d6;1187d8ae12;702d550e1c;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSession.java;2
flowable-engine;78c87cca2236d7cc61570eb5d473a1a36f35ec0e;715113fb25e3eaa18df0fdaf2df54211bf691fbe;60337c5ee9;d5ce0814dc;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSessionFactory.java;2
flowable-engine;b0a0bccddb782936d5fe486df2c009e0db49cb4b;915ceb09ad665e83389dcb0a932086988101cb77;75236c2a76;155b508526;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;4
flowable-engine;883dd1701327bece47da4f1184565af7c3bcd9e0;b8496b14d83702ef67a7ad4428030428b961a310;b5f8bc2c85;6df6fc1ea5;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;4
flowable-engine;4e5a6b58f5783a33db07e2914e4524b109fd3d72;5c41140ab22bf562a88861174384a1a71b0f6413;e362debb2d;20d7ac1351;modules/activiti-rest/src/main/java/org/activiti/rest/service/api/repository/ProcessDefinitionCollectionResource.java;2
flowable-engine;6675bbeef23ca2343e399b16e75355bda91f8f1d;2fe6ea9b7c43faab1d9ba431ce65a582cdcf603b;677e1e0da2;5dd3e6b210;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSession.java;2
flowable-engine;ae97cf38b9367679c61688baed9fa9ae79bf4ce8;3f5eb709170abe2d8fddbf09ad3944c22f604241;eea8c87844;d5d6d92e45;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;4
flowable-engine;0c4697b1495ae377850574d9449242136502629c;b6d721fdfcdda4f1f2578da27e68f6ff50d0cc33;d56eb632a6;4e56d61e33;modules/activiti-engine/src/main/java/org/activiti/engine/impl/bpmn/diagram/ProcessDiagramGenerator.java;2
flowable-engine;b9f1f2f54f158bbb7efa09e95b4defc2bf53a28b;1734000854cda038c6858695b56fca3dbc7f11ab;d1fe5c8f31;c42cc5b68c;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;4
flowable-engine;8ebfad76f5ec953563388f6524c3897c1f3e4cea;72633b8a16a74ebf6fb73ecef2c6598bbcfb8670;702cf85975;fb3ee51dc6;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;4
flowable-engine;702cf859758005df4d3a6fcbd641d192473042cc;dd65c4e940a5e71486d32fb91f30c0c734aa871d;1518e39eb9;f492ac55f0;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;4
flowable-engine;1518e39eb96f8448e0b8030ff9d1179c6f09488c;fde120ffb40b49425b74ea21906eee069af7b9a6;5416b62fe4;116d7bc948;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;4
flowable-engine;4421b3ce469e8e69867e84e6fe4cd15c1283f090;115e2eb8b104b8cb65031ad430c703f2681a5033;b2b6720bb0;fde120ffb4;modules/activiti-rest/src/main/java/org/activiti/rest/api/repository/DeploymentCollectionResource.java;2
