project; merge commit ;ancestorSHA; left; right; hasIniatializationBlock;  qtd_static
accumulo;be2b3020bdceeee936c6a4f499ea4590d114be5f;ce5085eb4cc705bf8140b416fe508c2a2bc6ed85;5575bc7592;80dde6105d;proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloException.java;6
accumulo;bffc9a3ed05f0314bc3d148bf32d85238db28db0;9a5f33faf4c3cf586d0b8e58aaa5c9fe28b225be;89d36cf48e;0a9837f3f8;server/tserver/src/main/java/org/apache/accumulo/tserver/NativeMap.java;2
accumulo;e113e2f353b4e8eb9d7ac4d4cb6c3cf4892b1836;fc20be34d6984114e7240c4eba276a3fe87a347b;19dc538d54;f4f43febbc;server/base/src/test/java/org/apache/accumulo/server/master/balancer/BaseHostRegexTableLoadBalancerTest.java;3
accumulo;66d8956bfd041e72fd09de03f2832b7084c5bf04;1ab2431c96b64e90350ba54045a774a0f1e25404;1910e25bec;ef78423e23;core/src/main/java/org/apache/accumulo/core/master/thrift/TabletServerStatus.java;4
accumulo;8668c7f381832128d6bf76e8b6097778a42b71c4;df400c59efd2274d8714cad4c9d3648bb0845c50;b903766ec1;ff134d2c63;server/base/src/test/java/org/apache/accumulo/server/master/balancer/BaseHostRegexTableLoadBalancerTest.java;2
accumulo;09ee7b0897ede0ce104351026cabbef79a805b71;0d41ec6e64f8c661b476ba74e1670aabd21d85b2;c7431092e1;95f4285844;start/src/main/java/org/apache/accumulo/start/classloader/vfs/AccumuloReloadingVFSClassLoader.java;2
accumulo;5b08b17bd5d2d528699153adf8bb541402601b4c;dcc5dffc8ee9badddac85b714ca28123b528b264;3c8bc120b1;feb2a51cf6;core/src/test/java/org/apache/accumulo/core/file/rfile/RFileTest.java;2
accumulo;d3e687e93f1a4d01ca3038c52896ac5d9a2c4af1;31a222425e242003b146c5b366feb8df7aa98614;78a56a22c9;976c0aaf95;proxy/src/test/java/org/apache/accumulo/proxy/TestProxySecurityOperations.java;2
accumulo;ef39c1aaeadb3b12cd90262f5c6f85e2d02a719d;d9e9d661f13f752c6aa45e36e538ba094bd01352;584b812128;c37ba87c03;server/base/src/test/java/org/apache/accumulo/server/master/balancer/HostRegexTableLoadBalancerTest.java;5
accumulo;8f6ab6d3e9d63dcc3b8447cf3a7ac0c6e7e80a94;0013e46e6b7f195f9d17dbd540b841d2933ac37b;32907df8fd;17ae2f9190;core/src/test/java/org/apache/accumulo/core/iterators/user/IntersectingIteratorTest.java;2
accumulo;01234bef3a6ff8d456830245d64a0747b0d1a1ae;4b5ea535516d98ac482e33e210a6c48fb8f12c43;747a1901cc;0013e46e6b;proxy/src/test/java/org/apache/accumulo/proxy/TestProxySecurityOperations.java;2
accumulo;bb73e90aa27eac5440dfc34e05d35472660eb2fb;6f7bf39b7a00ab080641958caaefa576ca2fad68;44cd47035a;55a9c8a992;server/base/src/main/java/org/apache/accumulo/server/conf/ServerConfigurationFactory.java;2
accumulo;f453ecaa1c725226bc20348742c25513b3882fed;9b1620c83ef4982f2748445333312404adbd3511;25991cfcaa;5320861a82;test/src/test/java/org/apache/accumulo/proxy/SimpleProxyBase.java;2
accumulo;eeca25db8ce264293fbeda9c4601e015d8c2baa5;4362929029d56ebd468101b6ac918e1ce38fdc35;9cf9aaaca5;d81ef2241b;test/src/test/java/org/apache/accumulo/proxy/SimpleProxyBase.java;2
accumulo;f1591f033ed010f490686b836fe6d6d52cb98238;01558a4f1b00f20aad550fa89a8630187a4511cd;f4f28c7bad;5c670fa4d5;core/src/main/java/org/apache/accumulo/core/replication/StatusUtil.java;2
accumulo;b693b6da8be9608372684cfa64fe34fc45ea4f6a;3bf46661e2ab8680acfdec04ec1c4894e94c3206;6bc67602c6;dff686b454;proxy/src/test/java/org/apache/accumulo/proxy/TestProxyReadWrite.java;2
accumulo;dff686b454e67e74150d967bdc3eb94dcb5e39a6;07422efc5140e57735d22fe4df1d966095c4e172;100ffd11f6;c2155f4952;proxy/src/test/java/org/apache/accumulo/proxy/TestProxySecurityOperations.java;2
accumulo;cfbdef1345388767e81a05a154dac22040ad5283;5e0f6a42635471cefee1f5b88d07dfd6060b1cd2;64d1bbe9ba;9b20a9d406;test/src/test/java/org/apache/accumulo/test/functional/DeleteRowsSplitIT.java;2
accumulo;9b20a9d4062f9ac0d34ce4b2acd7b9b72524a84f;69d665cb4c387afd64f5f0b56e6f52eec2b188a4;5e0f6a4263;2deabd31af;test/src/main/java/org/apache/accumulo/test/functional/DeleteRowsSplitTest.java;3
